datetime,open,high,low,close,volume
2025-12-22 09:30:00+00:00,3035.62,3041.96,3030.55,3033.61,7431.50999999998
2025-12-22 09:45:00+00:00,3033.61,3040.3,3031.02,3040.3,4214.179999999995
2025-12-22 10:00:00+00:00,3040.3,3041.76,3030.52,3037.05,8001.519999999968
2025-12-22 10:15:00+00:00,3037.05,3040.3,3033.64,3035.55,5583.539999999987
2025-12-22 10:30:00+00:00,3035.55,3041.68,3035.51,3040.15,4370.869999999996
2025-12-22 10:45:00+00:00,3040.15,3044.11,3038.97,3039.45,6442.359999999988
2025-12-22 11:00:00+00:00,3039.45,3044.3,3038.17,3040.27,5061.599999999986
2025-12-22 11:15:00+00:00,3040.27,3045.3,3035.41,3044.24,7329.149999999987
2025-12-22 11:30:00+00:00,3044.24,3049.79,3040.31,3046.01,11657.859999999946
2025-12-22 11:45:00+00:00,3046.01,3057.27,3045.8,3047.91,11876.709999999968
2025-12-22 12:00:00+00:00,3047.91,3051.88,3042.08,3049.07,8706.939999999975
2025-12-22 12:15:00+00:00,3049.07,3057.75,3048.91,3054.07,11620.099999999957
2025-12-22 12:30:00+00:00,3054.07,3076.29,3051.27,3056.61,21282.169999999984
2025-12-22 12:45:00+00:00,3056.61,3059.55,3050.99,3057.17,9309.239999999969
2025-12-22 13:00:00+00:00,3057.17,3061.4,3051.92,3055.22,6702.199999999986
2025-12-22 13:15:00+00:00,3055.22,3063.6,3046.98,3061.8,14381.19999999997
2025-12-22 13:30:00+00:00,3061.8,3062.06,3047.59,3047.64,10325.90999999997
2025-12-22 13:45:00+00:00,3047.64,3057.59,3047.31,3055.83,7725.749999999971
2025-12-22 14:00:00+00:00,3055.83,3061.94,3054.87,3057.45,7274.349999999986
2025-12-22 14:15:00+00:00,3057.45,3067.05,3057.42,3058.3,7611.339999999982
2025-12-22 14:30:00+00:00,3058.3,3065.55,3028.05,3046.21,37719.65000000001
2025-12-22 14:45:00+00:00,3046.21,3072.72,3041.43,3060.89,23130.799999999945
2025-12-22 15:00:00+00:00,3060.89,3071.66,3036.31,3036.31,18714.789999999964
2025-12-22 15:15:00+00:00,3036.31,3049.67,3025.7,3040.59,23044.709999999985
2025-12-22 15:30:00+00:00,3040.59,3041.54,3020.13,3035.35,21692.62999999996
2025-12-22 15:45:00+00:00,3035.35,3056.88,3030.04,3051.03,18994.12999999995
2025-12-22 16:00:00+00:00,3051.03,3055.42,3044.95,3049.96,13595.859999999951
2025-12-22 16:15:00+00:00,3049.96,3058.2,3048.91,3055.05,7656.509999999982
2025-12-22 16:30:00+00:00,3055.05,3055.05,3036.43,3039.44,10222.02999999997
2025-12-22 16:45:00+00:00,3039.44,3047.28,3038.4,3042.2,5275.229999999995
2025-12-22 17:00:00+00:00,3042.2,3043.01,3022.29,3031.67,15788.349999999951
2025-12-22 17:15:00+00:00,3031.67,3034.61,3025.27,3031.19,6848.599999999983
2025-12-22 17:30:00+00:00,3031.19,3034.69,3024.01,3028.32,8460.439999999977
2025-12-22 17:45:00+00:00,3028.32,3032.69,3023.69,3031.06,5431.5799999999945
2025-12-22 18:00:00+00:00,3031.06,3034.69,3026.69,3031.78,4465.509999999991
2025-12-22 18:15:00+00:00,3031.78,3039.29,3021.06,3031.25,7781.879999999977
2025-12-22 18:30:00+00:00,3031.25,3032.69,3026.32,3027.04,4873.899999999991
2025-12-22 18:45:00+00:00,3027.04,3028.95,3006.24,3014.07,13240.569999999996
2025-12-22 19:00:00+00:00,3014.07,3014.26,2992.7,2998.7,23688.649999999936
2025-12-22 19:15:00+00:00,2998.7,3006.48,2983.81,2988.53,14416.169999999998
2025-12-22 19:30:00+00:00,2988.53,2993.23,2980.36,2987.09,16229.109999999955
2025-12-22 19:45:00+00:00,2987.09,2988.01,2972.53,2978.85,19247.43999999996
2025-12-22 20:00:00+00:00,2978.85,2985.12,2975.12,2976.69,14598.959999999955
2025-12-22 20:15:00+00:00,2976.69,2978.15,2962.03,2971.64,19302.07999999995
2025-12-22 20:30:00+00:00,2971.64,2978.51,2968.6,2977.52,10048.079999999967
2025-12-22 20:45:00+00:00,2977.52,2984.45,2970.7,2974.32,13434.449999999972
2025-12-22 21:00:00+00:00,2974.32,2987.39,2974.18,2985.18,9395.059999999969
2025-12-22 21:15:00+00:00,2985.18,2992.78,2983.14,2991.66,7918.04999999998
2025-12-22 21:30:00+00:00,2991.66,2996.39,2988.54,2994.59,8246.499999999978
2025-12-22 21:45:00+00:00,2994.59,2994.64,2982.1,2987.76,6687.529999999978
2025-12-22 22:00:00+00:00,2987.76,2987.77,2980.41,2981.69,5752.079999999987
2025-12-22 22:15:00+00:00,2981.69,2995.02,2981.3,2990.81,6144.139999999984
2025-12-22 22:30:00+00:00,2990.81,2994.15,2987.56,2992.13,4683.499999999996
2025-12-22 22:45:00+00:00,2992.13,3014.29,2992.01,3010.07,14667.569999999996
2025-12-22 23:00:00+00:00,3010.07,3010.99,3001.5,3008.06,6619.489999999988
2025-12-22 23:15:00+00:00,3008.06,3010.4,3002.87,3008.59,6227.699999999985
2025-12-22 23:30:00+00:00,3008.59,3010.67,3002.8,3004.44,6997.969999999982
2025-12-22 23:45:00+00:00,3004.44,3008.27,3000.26,3008.21,8144.3600000000115
2025-12-23 00:00:00+00:00,3008.21,3008.4,3003.55,3007.74,3601.72
2025-12-23 00:15:00+00:00,3007.74,3022.56,3007.74,3017.99,13533.780000000006
2025-12-23 00:30:00+00:00,3017.99,3034.79,3016.06,3022.99,16745.289999999957
2025-12-23 00:45:00+00:00,3022.99,3029.18,3020.24,3026.71,4823.569999999995
2025-12-23 01:00:00+00:00,3026.71,3031.47,3021.94,3023.78,8826.209999999977
2025-12-23 01:15:00+00:00,3023.78,3027.32,3017.4,3019.5,6179.169999999994
2025-12-23 01:30:00+00:00,3019.5,3025.84,3016.05,3017.54,4613.779999999995
2025-12-23 01:45:00+00:00,3017.54,3021.83,3014.76,3016.66,4129.379999999996
2025-12-23 02:00:00+00:00,3016.66,3022.07,3007.11,3017.75,9839.219999999976
2025-12-23 02:15:00+00:00,3017.75,3023.85,3011.28,3012.33,6662.789999999975
2025-12-23 02:30:00+00:00,3012.33,3014.99,2990.09,2994.4,19553.189999999944
2025-12-23 02:45:00+00:00,2994.4,2999.08,2986.15,2989.72,12435.319999999958
2025-12-23 03:00:00+00:00,2989.72,2990.12,2970.0,2987.7,24652.46999999996
2025-12-23 03:15:00+00:00,2987.7,2995.05,2986.75,2993.24,8843.869999999977
2025-12-23 03:30:00+00:00,2993.24,2997.29,2989.8,2995.61,6704.369999999986
2025-12-23 03:45:00+00:00,2995.61,2995.61,2990.26,2990.26,4524.5799999999945
2025-12-23 04:00:00+00:00,2990.26,2998.5,2985.05,2994.89,7644.029999999977
2025-12-23 04:15:00+00:00,2994.89,2997.19,2992.33,2993.43,2480.310000000002
2025-12-23 04:30:00+00:00,2993.43,2993.97,2985.81,2988.09,5657.599999999989
2025-12-23 04:45:00+00:00,2988.09,2989.41,2981.7,2982.29,6268.2699999999895
2025-12-23 05:00:00+00:00,2982.29,2984.61,2974.88,2977.65,9646.05999999998
2025-12-23 05:15:00+00:00,2977.65,2982.69,2975.86,2981.14,4998.7199999999975
2025-12-23 05:30:00+00:00,2981.14,2981.14,2964.35,2973.52,18215.559999999998
2025-12-23 05:45:00+00:00,2973.52,2975.26,2969.05,2973.85,5670.629999999991
