datetime,open,high,low,close,volume
2023-07-07 01:15:00+00:00,1845.88,1845.89,1841.65,1845.6,7035.9773319
2023-07-07 01:30:00+00:00,1845.6,1852.79,1845.42,1850.1,11479.5209331
2023-07-07 01:45:00+00:00,1850.1,1852.55,1848.96,1850.96,6129.4539933
2023-07-07 02:00:00+00:00,1850.97,1850.97,1849.0,1849.76,3931.3988208
2023-07-07 02:15:00+00:00,1849.76,1851.2,1849.06,1850.58,2878.2311481
2023-07-07 02:30:00+00:00,1850.58,1852.79,1850.32,1852.78,4184.0445537
2023-07-07 02:45:00+00:00,1852.79,1854.37,1850.97,1852.77,7621.113145799999
2023-07-07 03:00:00+00:00,1852.77,1854.9,1852.3,1854.89,4630.0186185
2023-07-07 03:15:00+00:00,1854.9,1859.14,1854.03,1854.92,6942.4683504
2023-07-07 03:30:00+00:00,1854.92,1858.28,1854.13,1855.23,5378.4274368
2023-07-07 03:45:00+00:00,1855.22,1857.56,1855.0,1857.0,2937.5148858
2023-07-07 04:00:00+00:00,1857.0,1857.96,1854.99,1855.45,4075.4100849
2023-07-07 04:15:00+00:00,1855.45,1855.97,1852.0,1852.9,6732.074058600001
2023-07-07 04:30:00+00:00,1852.91,1854.67,1852.21,1854.63,3592.1800794
2023-07-07 04:45:00+00:00,1854.63,1854.84,1852.04,1853.74,4510.1626053
2023-07-07 05:00:00+00:00,1853.75,1853.75,1850.58,1852.38,5310.6528816
2023-07-07 05:15:00+00:00,1852.38,1861.92,1852.01,1858.56,13589.680895999998
2023-07-07 05:30:00+00:00,1858.56,1862.93,1856.79,1859.9,9856.5439137
2023-07-07 05:45:00+00:00,1859.91,1860.48,1856.15,1857.1,5228.5827561
2023-07-07 06:00:00+00:00,1857.1,1858.61,1856.03,1857.87,3465.3447642
2023-07-07 06:15:00+00:00,1857.88,1858.28,1853.0,1853.97,8294.701780200001
2023-07-07 06:30:00+00:00,1853.98,1856.3,1852.25,1855.03,3921.9291012
2023-07-07 06:45:00+00:00,1855.04,1856.0,1853.76,1854.36,2672.079432
2023-07-07 07:00:00+00:00,1854.36,1855.33,1854.2,1855.32,2302.1377632
2023-07-07 07:15:00+00:00,1855.33,1856.59,1853.51,1854.41,2851.0838631
2023-07-07 07:30:00+00:00,1854.42,1857.52,1852.0,1856.62,6342.154387799999
2023-07-07 07:45:00+00:00,1856.63,1857.95,1851.31,1855.36,10921.8437064
2023-07-07 08:00:00+00:00,1855.35,1860.89,1852.78,1860.32,9408.7353657
2023-07-07 08:15:00+00:00,1860.31,1861.17,1855.37,1856.82,5401.9460847
2023-07-07 08:30:00+00:00,1856.82,1859.11,1855.6,1857.66,3531.8284485
2023-07-07 08:45:00+00:00,1857.67,1858.66,1854.65,1855.07,3318.4061262
2023-07-07 09:00:00+00:00,1855.07,1858.97,1854.93,1858.17,4096.171675199999
2023-07-07 09:15:00+00:00,1858.18,1860.76,1858.17,1860.76,3898.4341176
2023-07-07 09:30:00+00:00,1860.76,1864.62,1859.34,1863.0,7929.429644399999
2023-07-07 09:45:00+00:00,1863.0,1864.88,1858.22,1860.49,7747.6671558
2023-07-07 10:00:00+00:00,1860.5,1861.39,1858.0,1858.85,4490.904198
2023-07-07 10:15:00+00:00,1858.85,1859.97,1858.2,1859.97,2678.0901642
2023-07-07 10:30:00+00:00,1859.97,1861.06,1859.36,1860.88,2350.7619003
2023-07-07 10:45:00+00:00,1860.88,1863.12,1860.87,1863.0,3758.2568034
2023-07-07 11:00:00+00:00,1863.02,1863.92,1860.52,1860.65,3478.4517866999995
2023-07-07 11:15:00+00:00,1860.65,1863.6,1860.65,1862.8,3757.3152309
2023-07-07 11:30:00+00:00,1862.8,1863.77,1861.08,1861.11,3181.9711044
2023-07-07 11:45:00+00:00,1861.11,1863.26,1859.01,1859.41,4409.542335
2023-07-07 12:00:00+00:00,1859.4,1862.8,1859.0,1859.69,4674.1565376
2023-07-07 12:15:00+00:00,1859.69,1860.2,1854.02,1855.76,11972.7976005
2023-07-07 12:30:00+00:00,1855.76,1872.97,1850.0,1859.58,61301.8398696
2023-07-07 12:45:00+00:00,1859.59,1864.89,1859.22,1862.15,16031.162390099998
2023-07-07 13:00:00+00:00,1862.15,1867.14,1859.21,1863.93,11982.9812487
2023-07-07 13:15:00+00:00,1863.94,1867.36,1862.25,1866.68,5668.0174749
2023-07-07 13:30:00+00:00,1866.69,1867.87,1864.0,1865.12,7080.2502375
2023-07-07 13:45:00+00:00,1865.13,1873.81,1864.01,1872.25,21069.9291297
2023-07-07 14:00:00+00:00,1872.26,1877.51,1868.0,1868.5,23260.3713969
2023-07-07 14:15:00+00:00,1868.5,1872.22,1865.15,1870.8,13345.9872678
2023-07-07 14:30:00+00:00,1870.8,1873.76,1867.23,1871.69,9947.4194919
2023-07-07 14:45:00+00:00,1871.69,1873.5,1869.84,1873.5,7358.460746999999
2023-07-07 15:00:00+00:00,1873.5,1874.29,1869.15,1870.42,7574.9704272
2023-07-07 15:15:00+00:00,1870.42,1872.7,1869.31,1869.83,4462.349387099999
2023-07-07 15:30:00+00:00,1869.84,1870.77,1866.69,1867.68,7340.451214799999
2023-07-07 15:45:00+00:00,1867.68,1872.82,1867.45,1871.27,5761.9174173
2023-07-07 16:00:00+00:00,1871.27,1874.52,1870.16,1873.06,8760.3468777
2023-07-07 16:15:00+00:00,1873.07,1873.07,1868.23,1869.64,5496.954916199999
2023-07-07 16:30:00+00:00,1869.64,1872.36,1868.72,1870.69,3812.9579994
2023-07-07 16:45:00+00:00,1870.7,1872.63,1869.14,1871.98,2805.2024517
2023-07-07 17:00:00+00:00,1871.99,1872.84,1869.0,1869.94,3068.9980695000004
2023-07-07 17:15:00+00:00,1869.94,1871.13,1866.52,1868.84,5990.2585809
2023-07-07 17:30:00+00:00,1868.85,1869.37,1867.32,1868.91,3517.7741874
2023-07-07 17:45:00+00:00,1868.91,1869.38,1862.49,1866.44,11781.6937128
2023-07-07 18:00:00+00:00,1866.44,1867.26,1864.1,1865.42,4672.4763723
2023-07-07 18:15:00+00:00,1865.42,1866.6,1864.2,1864.37,3101.9444412000003
2023-07-07 18:30:00+00:00,1864.37,1865.0,1860.12,1860.98,8446.171965000001
2023-07-07 18:45:00+00:00,1860.98,1863.64,1855.0,1859.1,10949.8965675
2023-07-07 19:00:00+00:00,1859.1,1859.9,1856.47,1859.43,7380.266232899999
2023-07-07 19:15:00+00:00,1859.43,1862.55,1859.02,1860.31,4957.947489
2023-07-07 19:30:00+00:00,1860.31,1863.34,1860.3,1861.42,3493.6459337999995
