trade_no,side,entry_time,exit_time,entry_price,exit_price,size_usd,margin_used,pnl_usd,pnl_pct,exit_reason
1810,short,2023-09-06 03:20,2023-09-06 05:20,1637.22,1627.8649,3.699448214464366e+29,1.0347885148458897e+28,1.8918978168770785e+27,18.28,take_profit
1811,short,2023-09-06 05:20,2023-09-06 09:15,1627.95,1629.37,4.328504238575994e+29,1.2107444713045423e+28,-6.372695171160732e+26,-5.26,signal
1812,long,2023-09-06 09:20,2023-09-06 09:45,1628.89,1631.79,4.116612124134901e+29,1.1514752198651621e+28,4.859057496983462e+26,4.22,signal
1813,short,2023-09-06 09:50,2023-09-06 10:00,1631.82,1632.21,4.278175785909601e+29,1.196666884115857e+28,-3.5893764282108166e+26,-3.0,signal
1814,long,2023-09-06 10:05,2023-09-06 10:15,1632.72,1632.28,4.15882901967159e+29,1.163283888645282e+28,-3.616055881507328e+26,-3.11,signal
1815,short,2023-09-06 10:20,2023-09-06 10:30,1632.2,1632.45,4.0385951616114716e+29,1.1296527609193231e+28,-3.041738637466128e+26,-2.69,signal
1816,long,2023-09-06 10:35,2023-09-06 11:30,1633.03,1635.51,3.937457351915723e+29,1.1013630707215696e+28,3.617142762295674e+26,3.28,signal
1817,long,2023-09-06 12:15,2023-09-06 12:30,1632.43,1633.15,4.057727348762054e+29,1.1350043069823002e+28,-6.4493413037924686e+25,-0.57,signal
1818,short,2023-09-06 13:00,2023-09-06 13:30,1630.99,1629.55,4.036283288926944e+29,1.129006097102708e+28,1.141861891986368e+26,1.01,signal
1819,long,2023-09-06 13:35,2023-09-06 13:45,1632.12,1630.06,4.0742501968354904e+29,1.1396259836291272e+28,-7.586914285859111e+26,-6.66,signal
1820,short,2023-09-06 13:50,2023-09-06 14:00,1632.95,1623.6193,3.821985296830676e+29,1.0690638873134947e+28,1.954563280799219e+27,18.28,take_profit
1821,short,2023-09-06 14:05,2023-09-06 14:45,1628.19,1622.67,4.471877587696416e+29,1.250848045244226e+28,1.2477735683413658e+27,9.98,signal
1822,short,2023-09-06 15:00,2023-09-06 15:15,1624.2,1620.68,4.886762299169919e+29,1.3668972259678146e+28,7.658635449631176e+26,5.6,signal
1823,long,2023-09-06 15:20,2023-09-06 15:45,1623.03,1624.12,5.141411927870155e+29,1.4381263649671093e+28,3.680397285345252e+25,0.26,signal
1824,short,2023-09-06 15:50,2023-09-06 17:05,1623.68,1614.4023,5.153649248843929e+29,1.4415493184623445e+28,2.6355762258587603e+27,18.28,take_profit
1825,long,2023-09-06 17:15,2023-09-06 17:50,1616.21,1625.445,6.029978343941966e+29,1.6866710853483386e+28,3.0837309250919284e+27,18.28,take_profit
1826,short,2023-09-06 18:00,2023-09-06 18:15,1647.01,1637.599,7.055318876535032e+29,1.9734734800365132e+28,3.6080900734600226e+27,18.28,take_profit
1827,short,2023-09-06 18:45,2023-09-06 19:00,1631.73,1627.4,8.25500882596049e+29,2.309043897318663e+28,1.695269492223445e+27,7.34,signal
1828,long,2023-09-06 19:05,2023-09-06 20:45,1627.43,1630.34,8.818685932124785e+29,2.4667124364429042e+28,1.0477439665344217e+27,4.25,signal
1829,short,2023-09-06 20:50,2023-09-06 21:00,1629.67,1630.0,9.16706080099748e+29,2.564157864050438e+28,-7.356520307587081e+26,-2.87,signal
1830,long,2023-09-06 21:05,2023-09-06 23:45,1629.48,1633.2,8.92245650077021e+29,2.4957385469297242e+28,1.5015931175307703e+27,6.02,signal
1831,short,2023-09-06 23:50,2023-09-07 00:45,1633.01,1632.32,9.42173621234919e+29,2.6353942148256736e+28,-1.6720508048055766e+26,-0.63,signal
1832,long,2023-09-07 00:50,2023-09-07 02:45,1631.99,1635.84,9.366140523089404e+29,2.619843306315579e+28,1.6475819343578912e+27,6.29,signal
1833,long,2023-09-07 03:15,2023-09-07 04:20,1634.64,1638.0,9.913961516263404e+29,2.773076664120535e+28,1.4429755703321318e+27,5.2,signal
1834,long,2023-09-07 04:45,2023-09-07 05:00,1638.01,1640.01,1.0393750893398838e+30,2.907280607039275e+28,6.454454518751375e+26,2.22,signal
1835,short,2023-09-07 05:05,2023-09-07 06:20,1639.19,1636.86,1.0608361506147322e+30,2.9673102612909224e+28,8.714066246724252e+26,2.94,signal
1836,long,2023-09-07 06:35,2023-09-07 06:45,1636.8,1636.94,1.0898104208850902e+30,3.048355434418581e+28,-5.606717737162804e+26,-1.84,signal
1837,short,2023-09-07 06:50,2023-09-07 07:30,1636.74,1635.54,1.0711680844090238e+30,2.996210156104098e+28,1.426417824489546e+26,0.48,signal
1838,short,2023-09-07 07:45,2023-09-07 10:00,1634.86,1631.77,1.0759109236754517e+30,3.0094765550807635e+28,1.3880005104712504e+27,4.61,signal
1839,long,2023-09-07 10:05,2023-09-07 10:15,1632.09,1632.47,1.1220619406486205e+30,3.1385675425571414e+28,-4.119871491041094e+26,-1.31,signal
1840,short,2023-09-07 10:20,2023-09-07 12:15,1631.99,1627.55,1.108363367940909e+30,3.100250677754714e+28,2.3504007953174755e+27,7.58,signal
1841,long,2023-09-07 12:20,2023-09-07 12:30,1627.88,1626.71,1.186514194385215e+30,3.318849703723216e+28,-1.564687350102139e+27,-4.71,signal
1842,short,2023-09-07 12:35,2023-09-07 13:30,1625.66,1625.67,1.134488339994319e+30,3.1733259567269663e+28,-6.87671636305889e+26,-2.17,signal
1843,short,2023-09-07 13:45,2023-09-07 14:00,1628.79,1625.33,1.1116232580871478e+30,3.109369056192337e+28,1.6944209904639108e+27,5.45,signal
1844,long,2023-09-07 14:05,2023-09-07 14:15,1625.2,1627.95,1.1679627560200729e+30,3.2669586804104326e+28,1.2755314646842898e+27,3.9,signal
1845,short,2023-09-07 14:20,2023-09-07 14:30,1627.01,1624.15,1.2103741772208258e+30,3.3855894842833956e+28,1.4014023348371593e+27,4.14,signal
1846,long,2023-09-07 14:35,2023-09-07 15:15,1626.72,1631.4,1.2569708048541613e+30,3.5159269084349254e+28,2.862065775372614e+27,8.14,signal
1847,short,2023-09-07 15:20,2023-09-07 16:00,1631.32,1630.28,1.3521344918853005e+30,3.782113335873455e+28,5.073281022685096e+25,0.13,signal
1848,long,2023-09-07 16:05,2023-09-07 16:45,1630.31,1635.06,1.3538213578253434e+30,3.786831740888603e+28,3.1321419551770154e+27,8.27,signal
1849,short,2023-09-07 16:50,2023-09-07 17:00,1635.16,1631.48,1.4579650778349787e+30,4.078136603429841e+28,2.4064359331375692e+27,5.9,signal
1850,long,2023-09-07 17:15,2023-09-07 18:15,1632.99,1636.88,1.537979072611803e+30,4.3019471773912996e+28,2.740883854150643e+27,6.37,signal
1851,short,2023-09-07 18:20,2023-09-07 18:45,1636.38,1635.06,1.6291134607623117e+30,4.556863080246581e+28,3.3667030717387106e+26,0.74,signal
1852,long,2023-09-07 18:50,2023-09-07 19:00,1634.99,1634.86,1.640307748475843e+30,4.588175102165287e+28,-1.1146074695933e+27,-2.43,signal
1853,short,2023-09-07 19:10,2023-09-07 19:15,1633.33,1633.46,1.6032470501118656e+30,4.484511034455762e+28,-1.0895538679447786e+27,-2.43,signal
1854,long,2023-09-07 19:20,2023-09-07 21:00,1634.24,1643.578,1.567019384002702e+30,4.3831770769675575e+28,8.013737129789836e+27,18.28,take_profit
1855,long,2023-09-07 21:00,2023-09-07 21:05,1641.35,1650.7287,1.8334761435682137e+30,5.128494698723661e+28,9.376396998207807e+27,18.28,take_profit
1856,long,2023-09-07 21:10,2023-09-07 21:15,1651.47,1655.64,2.1452413437586237e+30,6.000546501541978e+28,4.12963927306423e+27,6.88,signal
1857,short,2023-09-07 21:20,2023-09-07 21:30,1652.65,1643.2068,2.2825518495880092e+30,6.384623602133317e+28,1.167297015879295e+28,18.28,take_profit
1858,long,2023-09-07 21:30,2023-09-07 21:45,1645.91,1646.49,2.670678107367875e+30,7.4702681917518545e+28,-6.61290216321392e+26,-0.89,signal
1859,short,2023-09-07 21:50,2023-09-07 22:00,1646.48,1647.95,2.6486902076751886e+30,7.408764895182884e+28,-3.954001188694929e+27,-5.34,signal
1860,long,2023-09-07 22:15,2023-09-07 22:45,1647.78,1653.2,2.5172196681510824e+30,7.041023014628314e+28,6.769493540707774e+27,9.61,signal
1861,short,2023-09-07 22:50,2023-09-07 23:45,1652.79,1644.74,2.742305328379616e+30,7.67061976138184e+28,1.171115810190058e+28,15.27,signal
1862,long,2023-09-07 23:50,2023-09-08 00:00,1645.76,1645.25,3.131701335267811e+30,8.759816020649106e+28,-2.849495038586894e+27,-3.25,signal
1863,short,2023-09-08 00:05,2023-09-08 00:15,1645.3,1644.7,3.0369556252347967e+30,8.494798734585332e+28,-7.146711718098124e+26,-0.84,signal
1864,long,2023-09-08 00:30,2023-09-08 00:55,1647.42,1656.8334,3.0131928087721204e+30,8.42833074225116e+28,1.540946802406048e+28,18.28,take_profit
1865,short,2023-09-08 01:00,2023-09-08 02:40,1653.28,1643.8332,3.5255576205721315e+30,9.861488315828906e+28,1.8029701671605876e+28,18.28,take_profit
1866,short,2023-09-08 02:40,2023-09-08 03:35,1644.06,1645.91,4.125045201153026e+30,1.1538340719796607e+29,-7.11678814044393e+27,-6.17,signal
1867,short,2023-09-08 03:45,2023-09-08 04:00,1646.28,1646.81,3.8884119954832664e+30,1.0876443838794623e+29,-3.5848745642056877e+27,-3.3,signal
1868,long,2023-09-08 04:05,2023-09-08 05:45,1646.25,1646.66,3.769214916223428e+30,1.0543032579950674e+29,-1.3228026835825522e+27,-1.25,signal
1869,short,2023-09-08 05:50,2023-09-08 06:50,1645.98,1644.29,3.7252317269943076e+30,1.0420005316364078e+29,1.5897200864055025e+27,1.53,signal
1870,long,2023-09-08 07:15,2023-09-08 07:30,1646.11,1647.21,3.77808991986729e+30,1.056785723300022e+29,2.5782478270521908e+26,0.24,signal
1871,short,2023-09-08 07:35,2023-09-08 07:45,1646.19,1646.18,3.786662593892239e+30,1.0591836226915721e+29,-2.2489949710086874e+27,-2.12,signal
1872,long,2023-09-08 07:50,2023-09-08 08:00,1646.0,1646.08,3.7118835111062e+30,1.0382668449637057e+29,-2.0467226456137648e+27,-1.97,signal
1873,short,2023-09-08 08:05,2023-09-08 09:55,1646.86,1637.4498,3.6438299831395427e+30,1.019231300998175e+29,1.8634546533775493e+28,18.28,take_profit
1874,short,2023-09-08 09:55,2023-09-08 10:05,1633.45,1624.1165,4.263428655387578e+30,1.1925419010355539e+29,2.180317414365207e+28,18.28,take_profit
1875,short,2023-09-08 10:05,2023-09-08 10:15,1621.37,1619.54,4.9883841956640086e+30,1.39532232215859e+29,2.6372346768908534e+27,1.89,signal
1876,long,2023-09-08 10:20,2023-09-08 11:00,1621.91,1626.72,5.076072248670631e+30,1.4198499232710136e+29,1.200815588509882e+28,8.46,signal
1877,short,2023-09-08 11:20,2023-09-08 12:00,1625.59,1625.11,5.475343431850165e+30,1.5315317770803747e+29,-1.6684608482708472e+27,-1.09,signal
1878,long,2023-09-08 12:20,2023-09-08 13:45,1627.33,1632.82,5.419867108645159e+30,1.5160142569610316e+29,1.5032675008335776e+28,9.92,signal
1879,short,2023-09-08 13:50,2023-09-08 14:15,1632.17,1631.31,5.919703552672324e+30,1.6558256508760587e+29,-4.326954136151014e+26,-0.26,signal
1880,long,2023-09-08 14:20,2023-09-08 14:35,1632.3,1632.04,5.905316430169622e+30,1.6518013671817315e+29,-4.483814909773676e+27,-2.71,signal
1881,short,2023-09-08 14:45,2023-09-08 15:00,1630.96,1629.68,5.756229584419647e+30,1.6100996466133813e+29,1.0638309622884382e+27,0.66,signal
1882,long,2023-09-08 15:05,2023-09-08 15:15,1629.36,1630.54,5.791601963915737e+30,1.6199938064781447e+29,7.193791254636739e+26,0.44,signal
1883,short,2023-09-08 15:30,2023-09-08 16:00,1630.82,1629.22,5.815521319837405e+30,1.6266843920345198e+29,2.2163040828840563e+27,1.36,signal
1884,short,2023-09-08 16:15,2023-09-08 16:45,1629.83,1627.05,5.8892134305933e+30,1.647297128157383e+29,6.511699564800553e+27,3.95,signal
1885,long,2023-09-08 16:50,2023-09-08 18:00,1625.37,1630.19,6.105727441122918e+30,1.7078591899598107e+29,1.4442967779414346e+28,8.46,signal
1886,short,2023-09-08 18:05,2023-09-08 18:30,1629.63,1626.8,6.585956119788446e+30,1.842186011792254e+29,7.485535254080875e+27,4.06,signal
1887,long,2023-09-08 18:35,2023-09-08 18:45,1627.17,1627.02,6.834850166986634e+30,1.911805232422833e+29,-4.730977963444509e+27,-2.47,signal
1888,short,2023-09-08 18:50,2023-09-08 19:00,1627.48,1626.04,6.677545149702105e+30,1.8678047718738173e+29,1.9017882293048683e+27,1.02,signal
1889,long,2023-09-08 19:05,2023-09-08 21:00,1627.65,1636.9504,6.740779608326492e+30,1.8854923533004674e+29,3.447234691698149e+28,18.28,take_profit
1890,short,2023-09-08 21:45,2023-09-08 22:30,1634.51,1634.45,7.886985143316128e+30,2.2061024158018538e+29,-4.4426736718419886e+27,-2.01,signal
1891,long,2023-09-08 22:35,2023-09-08 23:15,1635.3,1637.0,7.73926624372738e+30,2.1647833293168873e+29,3.4019075162456236e+27,1.57,signal
1892,short,2023-09-08 23:20,2023-09-09 00:15,1637.73,1635.7,7.852379668642548e+30,2.19642277017173e+29,5.021758210760371e+27,2.29,signal
1893,long,2023-09-09 00:20,2023-09-09 00:30,1635.74,1635.46,8.019353129150332e+30,2.243127632410907e+29,-6.184335462021893e+27,-2.76,signal
1894,short,2023-09-09 00:35,2023-09-09 01:00,1635.01,1634.18,7.813723975038102e+30,2.185610220446372e+29,-7.216587070263619e+26,-0.33,signal
1895,short,2023-09-09 01:15,2023-09-09 06:45,1634.79,1633.58,7.789728823029475e+30,2.1788984336416734e+29,1.0917790091117117e+27,0.5,signal
1896,long,2023-09-09 06:50,2023-09-09 07:00,1634.18,1634.39,7.82603047508244e+30,2.1890525243159168e+29,-3.6899356798483244e+27,-1.69,signal
1897,short,2023-09-09 07:05,2023-09-09 07:45,1634.19,1633.27,7.703340113727483e+30,2.1547342775254874e+29,-2.8525442184907768e+26,-0.13,signal
1898,short,2023-09-09 08:00,2023-09-09 09:15,1634.48,1633.28,7.693855404201003e+30,2.1520812687750803e+29,1.0323496258176795e+27,0.48,signal
1899,long,2023-09-09 09:20,2023-09-09 09:45,1633.36,1635.19,7.728181029259439e+30,2.1616826364699977e+29,4.0216671303174134e+27,1.86,signal
1900,short,2023-09-09 10:15,2023-09-09 11:30,1633.5,1634.47,7.861901461342493e+30,2.1990861516155147e+29,-9.385671282377846e+27,-4.27,signal
1901,long,2023-09-09 11:35,2023-09-09 12:45,1634.31,1633.98,7.54982789120343e+30,2.1117947158537592e+29,-6.054358559037262e+27,-2.87,signal
1902,short,2023-09-09 12:50,2023-09-09 15:10,1633.94,1634.11,7.34852046911544e+30,2.055486154075433e+29,-5.173674309296777e+27,-2.52,signal
1903,short,2023-09-09 15:15,2023-09-09 15:30,1635.05,1634.18,7.176495798331322e+30,2.0073683961618183e+29,-4.873284171673707e+26,-0.24,signal
1904,long,2023-09-09 15:35,2023-09-09 16:15,1634.35,1634.94,7.160292128460508e+30,2.0028359982179534e+29,-1.7113113520952775e+27,-0.85,signal
1905,short,2023-09-09 16:20,2023-09-09 16:45,1635.21,1634.14,7.103391026003339e+30,1.986919946987791e+29,3.860707640269869e+26,0.19,signal
1906,long,2023-09-09 16:50,2023-09-09 17:00,1634.65,1634.48,7.116227878907235e+30,1.990510598128624e+29,-5.00980875463749e+27,-2.52,signal
1907,short,2023-09-09 17:05,2023-09-09 21:00,1635.04,1633.0,6.949651737815538e+30,1.943916871806118e+29,4.501121928946506e+27,2.32,signal
1908,long,2023-09-09 21:05,2023-09-09 21:15,1632.9,1634.56,7.099314041953011e+30,1.985779556306285e+29,2.957547535169283e+27,1.49,signal
1909,short,2023-09-09 21:20,2023-09-09 21:35,1634.47,1633.3,7.197652497497388e+30,2.013286227157127e+29,8.336923746056725e+26,0.41,signal
1910,long,2023-09-09 21:45,2023-09-09 23:05,1633.83,1634.82,7.225372768953027e+30,2.021039983087147e+29,4.2905667422221735e+25,0.02,signal
1911,short,2023-09-09 23:15,2023-09-10 03:30,1634.22,1629.76,7.226799382394816e+30,2.0214390272470073e+29,1.5386800549168894e+28,7.61,signal
1912,long,2023-09-10 03:35,2023-09-10 03:50,1628.88,1630.1,7.738410500654682e+30,2.1645439657545524e+29,1.152875321087695e+27,0.53,signal
1913,short,2023-09-10 04:15,2023-09-10 04:30,1628.24,1618.9362,7.776743605080848e+30,2.1752662826783286e+29,3.977026679638321e+28,18.28,take_profit
1914,long,2023-09-10 04:45,2023-09-10 06:30,1623.08,1626.87,9.099104976060588e+30,2.5451496490180908e+29,1.5787553710564269e+28,6.2,signal
1915,long,2023-09-10 07:00,2023-09-10 07:35,1625.84,1625.28,9.624041136936851e+30,2.6919817923031936e+29,-9.089303782617328e+27,-3.38,signal
1916,short,2023-09-10 08:05,2023-09-10 09:00,1623.23,1623.8,9.321821786164824e+30,2.607446722472961e+29,-8.866466788370811e+27,-3.4,signal
1917,long,2023-09-10 09:05,2023-09-10 09:15,1623.86,1625.08,9.027011765451496e+30,2.524984148107718e+29,1.3657534261472246e+27,0.54,signal
1918,short,2023-09-10 09:20,2023-09-10 11:00,1625.41,1621.65,9.07242306687089e+30,2.5376863378476002e+29,1.5543442223907135e+28,6.13,signal
1919,long,2023-09-10 11:05,2023-09-10 11:45,1622.27,1624.27,9.589242520815803e+30,2.6822481222510486e+29,6.068460097940104e+27,2.26,signal
1920,short,2023-09-10 11:50,2023-09-10 12:00,1623.97,1624.7,9.791018819072309e+30,2.7386878353919407e+29,-1.0275827901308694e+28,-3.75,signal
1921,long,2023-09-10 12:05,2023-09-10 14:15,1624.76,1625.11,9.449347541353797e+30,2.6431174979958192e+29,-3.634063804685631e+27,-1.37,signal
1922,short,2023-09-10 14:20,2023-09-10 15:00,1625.26,1615.9733,9.328514919847999e+30,2.6093188875803406e+29,4.770602530010245e+28,18.28,take_profit
1923,short,2023-09-10 15:15,2023-09-10 15:30,1617.9,1618.85,1.0914740261076405e+31,3.0530087758839434e+29,-1.2957771314084866e+28,-4.24,signal
1924,long,2023-09-10 15:35,2023-09-10 16:00,1618.55,1618.09,1.0483894364883084e+31,2.9324950237772968e+29,-9.269911799089006e+27,-3.16,signal
1925,short,2023-09-10 16:05,2023-09-10 16:45,1617.78,1608.536,1.0175669797563375e+31,2.8462802090898697e+29,5.203837534473896e+28,18.28,take_profit
1926,long,2023-09-10 16:45,2023-09-10 17:00,1603.99,1609.86,1.1905945777775944e+31,3.330263118983614e+29,3.642771521935086e+28,10.94,signal
1927,short,2023-09-10 17:05,2023-09-10 17:15,1604.53,1604.42,1.311716730881936e+31,3.669059084381187e+29,-6.97104116049132e+27,-1.9,signal
1928,short,2023-09-10 17:30,2023-09-10 17:50,1607.84,1606.52,1.2885380190233026e+31,3.604224916068038e+29,2.8473753856529354e+27,0.79,signal
1929,long,2023-09-10 18:00,2023-09-10 18:30,1608.82,1612.88,1.2980055421805985e+31,3.6307069308423025e+29,2.4968288157972057e+28,6.88,signal
1930,short,2023-09-10 19:15,2023-09-10 19:30,1611.26,1610.43,1.3810251003058556e+31,3.862924494855522e+29,-1.1721476894947307e+27,-0.3,signal
1931,long,2023-09-10 19:35,2023-09-10 19:55,1607.48,1616.6651,1.3771277092382855e+31,3.8520229352693764e+29,7.042631105044537e+28,18.28,take_profit
1932,long,2023-09-10 20:00,2023-09-10 20:15,1614.0,1623.2224,1.6112951934810168e+31,4.507022841194044e+29,8.24016361946181e+28,18.28,take_profit
1933,long,2023-09-10 20:45,2023-09-10 21:20,1617.49,1626.7323,1.8852806338281217e+31,5.27339925862209e+29,9.641325161396907e+28,18.28,take_profit
1934,long,2023-09-10 21:45,2023-09-10 22:30,1620.86,1624.74,2.205854695444569e+31,6.1700907052578096e+29,3.9568421907692203e+28,6.41,signal
1935,short,2023-09-10 22:45,2023-09-11 00:00,1619.78,1616.76,2.3374196982876454e+31,6.5380968132103e+29,2.955552038852949e+28,4.52,signal
1936,long,2023-09-11 00:05,2023-09-11 00:15,1617.76,1616.92,2.4356918035795057e+31,6.812977930583818e+29,-2.7261151087317364e+28,-4.0,signal
1937,short,2023-09-11 00:20,2023-09-11 00:35,1615.55,1606.3187,2.3450484762141756e+31,6.559435594896224e+29,1.1992577907359169e+29,18.28,take_profit
1938,short,2023-09-11 00:35,2023-09-11 00:45,1606.48,1607.24,2.743801691633868e+31,7.674805303170162e+29,-2.944329721246016e+28,-3.84,signal
1939,long,2023-09-11 01:05,2023-09-11 01:15,1609.21,1610.97,2.6459027284024377e+31,7.400967917445676e+29,1.3062937244018954e+28,1.77,signal
1940,short,2023-09-11 01:20,2023-09-11 02:00,1609.32,1605.91,2.6893369947388007e+31,7.522459765283674e+29,4.084853767202975e+28,5.43,signal
1941,short,2023-09-11 02:10,2023-09-11 02:15,1607.61,1608.48,2.8251583824982995e+31,7.902371589902386e+29,-3.224003031299077e+28,-4.08,signal
1942,long,2023-09-11 02:20,2023-09-11 03:15,1609.01,1612.03,2.717960281707605e+31,7.602523187976416e+29,3.470646476426316e+28,4.57,signal
1943,short,2023-09-11 03:20,2023-09-11 03:30,1612.1,1612.26,2.8333592770487805e+31,7.925310663516445e+29,-1.981224848735339e+28,-2.5,signal
1944,long,2023-09-11 03:35,2023-09-11 04:00,1612.22,1608.85,2.7674835508283303e+31,7.741046846459816e+29,-7.445320715833864e+28,-9.62,signal
1945,short,2023-09-11 04:05,2023-09-11 04:15,1608.45,1607.89,2.5199266370268546e+31,7.048594793283687e+29,-6.346151157080453e+27,-0.9,signal
1946,long,2023-09-11 04:45,2023-09-11 05:00,1610.67,1611.2,2.4988256844295618e+31,6.98957241444726e+29,-6.770427997892167e+27,-0.97,signal
1947,short,2023-09-11 05:05,2023-09-11 05:30,1610.81,1611.12,2.4763140113365705e+31,6.926604048852865e+29,-1.9623544471879603e+28,-2.83,signal
1948,long,2023-09-11 05:35,2023-09-11 07:20,1613.93,1613.02,2.4110657259675705e+31,6.744095273492147e+29,-2.8060972873031613e+28,-4.16,signal
1949,short,2023-09-11 07:45,2023-09-11 09:20,1612.06,1602.8487,2.317762991164741e+31,6.483114195286518e+29,1.1853039936816335e+29,18.28,take_profit
1950,short,2023-09-11 09:45,2023-09-11 10:20,1595.65,1586.5325,2.7118765690638835e+31,7.58550617461012e+29,1.3868536774192753e+29,18.28,take_profit
1951,short,2023-09-11 10:20,2023-09-11 10:30,1588.13,1585.98,3.1730054168057925e+31,8.875349437293918e+29,2.391790716488998e+28,2.69,signal
1952,long,2023-09-11 10:50,2023-09-11 11:15,1588.14,1587.55,3.2525324581290516e+31,9.097797932880976e+29,-3.1598475506746613e+28,-3.47,signal
1953,short,2023-09-11 11:20,2023-09-11 12:00,1587.19,1585.8,3.1474675270691194e+31,8.80391631143048e+29,8.679505743188209e+27,0.99,signal
1954,long,2023-09-11 12:45,2023-09-11 13:00,1589.95,1593.93,3.1763268836652197e+31,8.884640054595001e+29,6.045259561481506e+28,6.8,signal
1955,short,2023-09-11 13:05,2023-09-11 13:15,1592.75,1591.4,3.377331764084479e+31,9.446879420110588e+29,8.361957502221989e+27,0.89,signal
1956,long,2023-09-11 13:20,2023-09-11 13:30,1592.34,1596.3,3.4051352727793685e+31,9.524649805860003e+29,6.425170390778303e+28,6.75,signal
1957,short,2023-09-11 13:45,2023-09-11 14:05,1589.33,1580.2486,3.6187721882727464e+31,1.012222277805434e+30,1.8506400970827062e+29,18.28,take_profit
1958,short,2023-09-11 14:05,2023-09-11 14:10,1581.71,1572.6721,4.2341100205527475e+31,1.1843410600346112e+30,2.1653238645106475e+29,18.28,take_profit
1959,long,2023-09-11 14:15,2023-09-11 14:30,1576.24,1577.88,4.954080205502537e+31,1.385727006053424e+30,2.182028058640731e+28,1.57,signal
1960,long,2023-09-11 14:45,2023-09-11 14:50,1552.42,1561.2905,5.026632638452341e+31,1.406020958012812e+30,2.5706199313045444e+29,18.28,take_profit
1961,short,2023-09-11 15:05,2023-09-11 15:15,1562.75,1553.8204,5.881363765611102e+31,1.6451014647237913e+30,3.0077294297334735e+29,18.28,take_profit
1962,long,2023-09-11 15:15,2023-09-11 16:00,1556.71,1564.15,6.881433800997482e+31,1.924835340336153e+30,2.875964655716939e+29,14.94,signal
1963,short,2023-09-11 16:05,2023-09-11 16:15,1565.06,1560.3,7.837692049023366e+31,2.1923144331411073e+30,1.9135074158437658e+29,8.73,signal
1964,long,2023-09-11 16:20,2023-09-11 16:30,1559.84,1560.2,8.473933264791418e+31,2.3702801903516565e+30,-3.128636310727611e+28,-1.32,signal
1965,short,2023-09-11 16:35,2023-09-11 17:15,1559.2,1552.14,8.369906107459725e+31,2.3411823083437346e+30,3.287668198884972e+29,14.04,signal
1966,long,2023-09-11 17:45,2023-09-11 18:00,1560.24,1561.92,9.463055783588976e+31,2.646951889181031e+30,4.511582079012181e+28,1.7,signal
1967,short,2023-09-11 18:10,2023-09-11 19:15,1560.06,1551.1458,9.613065887716132e+31,2.6889118583068837e+30,4.91612189497801e+29,18.28,take_profit
1968,long,2023-09-11 19:15,2023-09-11 19:25,1543.43,1548.71,1.124767641779632e+32,3.146135775149314e+30,3.17291556843217e+29,10.09,signal
1969,short,2023-09-11 19:30,2023-09-11 19:35,1547.41,1538.5681,1.2302670844300018e+32,3.441232787591348e+30,6.2915858697750515e+29,18.28,take_profit
1970,short,2023-09-11 19:45,2023-09-11 20:00,1545.0,1536.1719,1.4394623146000223e+32,4.0263817314097766e+30,7.361410276864609e+29,18.28,take_profit
1971,long,2023-09-11 20:00,2023-09-11 20:20,1540.81,1543.27,1.6842292063057704e+32,4.71102969420957e+30,1.6784402525239713e+29,3.56,signal
1972,long,2023-09-11 21:00,2023-09-11 21:15,1541.37,1544.96,1.7400373447021926e+32,4.867133029895562e+30,3.0086930784165738e+29,6.18,signal
1973,short,2023-09-11 21:20,2023-09-11 21:50,1546.96,1542.39,1.840076389559544e+32,5.146956529653697e+30,4.3318730654517106e+29,8.42,signal
1974,long,2023-09-11 22:15,2023-09-12 00:45,1545.33,1554.16,1.9841111689858134e+32,5.549842384106032e+30,1.0146744518193503e+30,18.28,take_profit
1975,long,2023-09-12 00:55,2023-09-12 01:15,1556.29,1553.89,2.321490424215747e+32,6.493540358020618e+30,-4.9729320483323236e+29,-7.66,signal
1976,short,2023-09-12 01:45,2023-09-12 02:00,1553.16,1551.95,2.1561404336086976e+32,6.031032812865471e+30,3.8607180145535014e+28,0.64,signal
1977,long,2023-09-12 02:05,2023-09-12 03:00,1552.87,1561.7431,2.1689773210070877e+32,6.066939420759826e+30,1.1092150019630323e+30,18.28,take_profit
1978,long,2023-09-12 03:00,2023-09-12 03:15,1560.45,1569.3664,2.5377913091597956e+32,7.098564833335543e+30,1.297826475504309e+30,18.28,take_profit
1979,long,2023-09-12 03:15,2023-09-12 03:20,1575.9,1584.9047,2.9693186122649788e+32,8.305608346878326e+30,1.5185095383123097e+30,18.28,take_profit
1980,long,2023-09-12 03:20,2023-09-12 03:30,1586.41,1583.91,3.474223033753821e+32,9.717898142985688e+30,-7.559510392755335e+29,-7.78,signal
1981,long,2023-09-12 03:45,2023-09-12 04:00,1580.4,1589.4304,3.2228693131947065e+32,9.014825878907479e+30,1.6481753667677714e+30,18.28,take_profit
1982,long,2023-09-12 04:15,2023-09-12 04:30,1583.73,1586.4,3.77088762264499e+32,1.0547711378769843e+31,4.0947820901892796e+29,3.88,signal
1983,short,2023-09-12 04:35,2023-09-12 05:00,1585.45,1578.95,3.907039127143783e+32,1.0928546587067895e+31,1.3673786758306176e+30,12.51,signal
1984,short,2023-09-12 05:15,2023-09-12 07:30,1576.81,1577.5,4.361692536857464e+32,1.2200277124524162e+31,-4.525658827542455e+29,-3.71,signal
