trade_no,side,entry_time,exit_time,entry_price,exit_price,size_usd,margin_used,pnl_usd,pnl_pct,exit_reason
3954,long,2023-11-08 14:50,2023-11-08 15:00,1886.78,1883.27,8.645075713374434e+71,2.4181511781124488e+70,-2.126958592238234e+69,-8.8,signal
3955,short,2023-11-08 15:05,2023-11-08 15:20,1884.01,1882.87,7.937861981455222e+71,2.2203333942413318e+70,4.042220999404248e+66,0.02,signal
3956,long,2023-11-08 15:30,2023-11-08 16:00,1883.6,1890.09,7.939206019937522e+71,2.2207093410053814e+70,2.2591247607720323e+69,10.17,signal
3957,long,2023-11-08 16:20,2023-11-08 16:50,1890.35,1901.1515,8.690365002894222e+71,2.430819239380984e+70,4.444252662480131e+69,18.28,take_profit
3958,long,2023-11-08 16:55,2023-11-08 17:00,1900.28,1897.63,1.0168079013168866e+72,2.844156958254949e+70,-2.0280552180301232e+69,-7.13,signal
3959,short,2023-11-08 17:10,2023-11-08 18:00,1895.0,1894.14,9.49375065317385e+71,2.6555376827020566e+70,-1.3877408606491317e+68,-0.52,signal
3960,long,2023-11-08 18:10,2023-11-08 18:15,1898.29,1897.54,9.447608269557269e+71,2.6426309988275905e+70,-9.401243426124919e+68,-3.56,signal
3961,long,2023-11-08 18:30,2023-11-08 19:15,1896.7,1900.21,9.135016925638614e+71,2.555194734342916e+70,1.14240931340097e+69,4.47,signal
3962,short,2023-11-08 19:20,2023-11-08 19:30,1898.61,1897.39,9.51486802234444e+71,2.6614445125357732e+70,4.050989101059662e+67,0.15,signal
3963,long,2023-11-08 19:35,2023-11-08 19:45,1898.72,1902.67,9.528337561105463e+71,2.665212134949214e+70,1.4105263709211321e+69,5.29,signal
3964,short,2023-11-08 20:00,2023-11-08 20:35,1901.69,1890.8237,9.99733757943674e+71,2.796398140076734e+70,5.112638438123996e+69,18.28,take_profit
3965,long,2023-11-08 20:45,2023-11-08 21:00,1894.4,1901.89,1.1697289860112969e+72,3.271899078014456e+70,3.922988466303179e+69,11.99,signal
3966,short,2023-11-08 21:05,2023-11-08 21:15,1902.63,1891.7584,1.3001683525158775e+72,3.636756620322983e+70,6.649060954766169e+69,18.28,take_profit
3967,short,2023-11-08 21:15,2023-11-08 23:05,1891.88,1888.53,1.5212496292618525e+72,4.255152534421011e+70,1.7809656050397835e+69,4.19,signal
3968,long,2023-11-08 23:15,2023-11-08 23:45,1892.79,1890.6,1.5804667356294257e+72,4.420791240517736e+70,-2.776915099164588e+69,-6.28,signal
3969,short,2023-11-08 23:50,2023-11-09 00:15,1891.55,1885.93,1.488134308582203e+72,4.162524251719934e+70,3.528527685439254e+69,8.48,signal
3970,long,2023-11-09 00:20,2023-11-09 00:35,1886.54,1897.3197,1.605457854123058e+72,4.490694969104211e+70,8.210311465985278e+69,18.28,take_profit
3971,long,2023-11-09 00:35,2023-11-09 01:00,1897.0,1898.13,1.878450710367069e+72,5.2542949869981724e+70,-8.119818568689963e+66,-0.02,signal
3972,short,2023-11-09 01:05,2023-11-09 01:15,1896.33,1894.82,1.87818072639966e+72,5.253539803272192e+70,3.6863975295828763e+68,0.7,signal
3973,long,2023-11-09 01:20,2023-11-09 01:45,1896.39,1907.226,1.8904379981855232e+72,5.287825143496078e+70,9.667699922720759e+69,18.28,take_profit
3974,short,2023-11-09 01:45,2023-11-09 02:00,1906.3,1901.11,2.211889020615989e+72,6.186969574808722e+70,4.694848446203088e+69,7.59,signal
3975,long,2023-11-09 02:10,2023-11-09 02:25,1905.13,1916.0159,2.3679927314522413e+72,6.62361395454784e+70,1.2109914828646673e+70,18.28,take_profit
3976,short,2023-11-09 02:30,2023-11-09 02:45,1925.07,1914.0702,2.7706473995047434e+72,7.749896583186125e+70,1.4169090801067124e+70,18.28,take_profit
3977,long,2023-11-09 02:45,2023-11-09 03:00,1914.24,1920.08,3.2417696686402253e+72,9.067692873139373e+70,7.944991099632193e+69,8.76,signal
3978,short,2023-11-09 03:05,2023-11-09 03:15,1915.44,1917.13,3.505940622702996e+72,9.806616770360666e+70,-5.196869124680694e+69,-5.3,signal
3979,long,2023-11-09 03:20,2023-11-09 04:00,1913.79,1920.79,3.3331447243073633e+72,9.323281957419738e+70,1.019163526039546e+70,10.93,signal
3980,short,2023-11-09 04:05,2023-11-09 04:15,1919.24,1918.16,3.672016596715512e+72,1.0271154994812819e+71,-1.3688270117113093e+68,-0.13,signal
3981,long,2023-11-09 04:20,2023-11-09 04:40,1916.96,1927.9135,3.667465246901573e+72,1.0258424219190397e+71,1.8755417272654762e+70,18.28,take_profit
3982,short,2023-11-09 04:45,2023-11-09 04:50,1927.03,1924.04,4.291082871217342e+72,1.2002771802633653e+71,4.0834395571146896e+69,3.4,signal
3983,short,2023-11-09 05:15,2023-11-09 05:30,1919.32,1918.66,4.426857236491406e+72,1.2382552098643104e+71,-1.1338430290946413e+69,-0.92,signal
3984,long,2023-11-09 05:35,2023-11-09 05:45,1916.67,1920.72,4.389156955774009e+72,1.2277099027722156e+71,6.640969177495612e+69,5.41,signal
3985,short,2023-11-09 05:50,2023-11-09 06:00,1920.96,1920.06,4.609969180925738e+72,1.2894742366075136e+71,-6.061383765622815e+68,-0.47,signal
3986,long,2023-11-09 06:05,2023-11-09 07:15,1919.99,1926.04,4.589815079905043e+72,1.2838368466362962e+71,1.1708884838079975e+70,9.12,signal
3987,short,2023-11-09 07:20,2023-11-09 07:35,1926.83,1915.8201,4.979135500771202e+72,1.392735330072859e+71,2.5463298950944024e+70,18.28,take_profit
3988,short,2023-11-09 07:35,2023-11-09 08:00,1915.27,1912.72,5.82579019089009e+72,1.6295567419661139e+71,4.261011909248214e+69,2.61,signal
3989,long,2023-11-09 08:05,2023-11-09 08:15,1914.29,1914.48,5.967468836872594e+72,1.669186283228077e+71,-2.9881890794163804e+69,-1.79,signal
3990,short,2023-11-09 08:20,2023-11-09 08:30,1914.09,1914.33,5.868111549981999e+72,1.641394630694965e+71,-4.2566456927410725e+69,-2.59,signal
3991,long,2023-11-09 08:35,2023-11-09 08:45,1914.29,1916.64,5.726578080698359e+72,1.6018056974296266e+71,3.594053041692684e+69,2.24,signal
3992,short,2023-11-09 08:50,2023-11-09 09:05,1918.25,1912.22,5.846080344334641e+72,1.6352321877438896e+71,1.48694478321521e+70,9.09,signal
3993,long,2023-11-09 09:20,2023-11-09 10:15,1911.21,1916.59,6.340489484753699e+72,1.77352548730682e+71,1.4043997929625984e+70,7.92,signal
3994,short,2023-11-09 10:20,2023-11-09 10:30,1916.99,1911.69,6.807452415913761e+72,1.9041416900513064e+71,1.473643935559033e+70,7.74,signal
3995,long,2023-11-09 10:35,2023-11-09 10:45,1914.23,1916.17,7.29743902448714e+72,2.0411979442779743e+71,3.0172161575145315e+69,1.48,signal
3996,short,2023-11-09 11:00,2023-11-09 11:30,1911.04,1905.78,7.397761461724497e+72,2.069259563150938e+71,1.592314888771684e+70,7.7,signal
3997,long,2023-11-09 11:35,2023-11-09 12:45,1907.93,1913.52,7.927206162241082e+72,2.2173528093811484e+71,1.846941437843748e+70,8.33,signal
3998,short,2023-11-09 12:50,2023-11-09 13:30,1915.38,1909.92,8.541314190324128e+72,2.389127597807806e+71,1.922316096798141e+70,8.05,signal
3999,long,2023-11-09 13:35,2023-11-09 13:50,1910.24,1921.1551,9.180484292509512e+72,2.567912606390518e+71,4.694899667189404e+70,18.28,take_profit
4000,long,2023-11-09 13:50,2023-11-09 14:10,1919.27,1930.2367,1.0741538431849987e+73,3.004561749937468e+71,5.4932227540481327e+70,18.28,take_profit
4001,long,2023-11-09 14:10,2023-11-09 14:20,1935.31,1944.0,1.2568034997570994e+73,3.5154589321777146e+71,4.8892631073163034e+70,13.91,signal
4002,long,2023-11-09 14:35,2023-11-09 14:50,1942.39,1953.4888,1.4193714980753662e+73,3.9701848474736678e+71,7.258665841157482e+70,18.28,take_profit
4003,short,2023-11-09 15:15,2023-11-09 15:25,2046.43,2034.7367,1.6607221372938526e+73,4.645277064030519e+71,8.49293301012079e+70,18.28,take_profit
4004,long,2023-11-09 15:30,2023-11-09 15:35,2029.99,2041.5894,1.943112159880369e+73,5.435162298636804e+71,9.937075585628139e+70,18.28,take_profit
4005,long,2023-11-09 15:35,2023-11-09 15:45,2043.89,2039.23,2.2735199231025046e+73,6.359360013478149e+71,-6.547660403953169e+70,-10.3,signal
4006,short,2023-11-09 15:50,2023-11-09 16:05,2048.29,2036.5861,2.0558102146710616e+73,5.750394857608484e+71,1.0513413437827876e+71,18.28,take_profit
4007,short,2023-11-09 16:05,2023-11-09 16:10,2038.36,2026.7128,2.4053812114788384e+73,6.728194874393665e+71,1.2301119515502847e+71,18.28,take_profit
4008,long,2023-11-09 16:15,2023-11-09 16:20,2000.39,2011.8202,2.8143934353693082e+73,7.872260494933008e+71,1.4392808028478755e+71,18.28,take_profit
4009,long,2023-11-09 16:30,2023-11-09 16:35,2004.77,1993.3147,3.292954302316227e+73,9.210863605621675e+71,-2.0791713464824685e+71,-22.57,stop_loss
4010,long,2023-11-09 16:35,2023-11-09 16:40,1994.49,2005.8865,2.6016298296108066e+73,7.277130294825656e+71,1.3304734948629548e+71,18.28,take_profit
4011,short,2023-11-09 16:45,2023-11-09 17:15,2024.25,2012.6834,3.04401226665274e+73,8.514537168722949e+71,1.5567078731661982e+71,18.28,take_profit
4012,short,2023-11-09 17:35,2023-11-09 18:25,2023.69,2012.1266,3.5616176344805e+73,9.96235332616117e+71,1.8214112582733162e+71,18.28,take_profit
4013,long,2023-11-09 19:15,2023-11-09 19:30,2000.13,2006.11,4.167236877856379e+73,1.1656356866918271e+72,9.958886288229338e+70,8.54,signal
4014,short,2023-11-09 19:35,2023-11-09 19:45,2005.22,2009.56,4.498369846940004e+73,1.258258308615504e+72,-1.2435073381677755e+71,-9.88,signal
4015,long,2023-11-09 19:50,2023-11-09 20:15,2011.88,2023.3759,4.084903656999219e+73,1.14260590862921e+72,2.089019730189393e+71,18.28,take_profit
4016,short,2023-11-09 20:15,2023-11-09 20:30,2023.68,2022.77,4.779502717287192e+73,1.3368951886354745e+72,-7.1847474038391e+69,-0.54,signal
4017,long,2023-11-09 20:35,2023-11-09 20:45,2022.54,2034.0968,4.755613432169426e+73,1.3302130143125339e+72,2.432020709211435e+71,18.28,take_profit
4018,short,2023-11-09 21:00,2023-11-09 21:15,2038.18,2033.94,5.5642603179822285e+73,1.5564031003727435e+72,8.236703966922299e+70,5.29,signal
4019,short,2023-11-09 21:30,2023-11-09 21:40,2083.5,2071.5949,5.838130724882395e+73,1.6330085656171042e+72,2.9856200527048607e+71,18.28,take_profit
4020,long,2023-11-09 22:00,2023-11-09 22:05,2060.9,2072.676,6.83084939240676e+73,1.9106861586189198e+72,3.4932963792768613e+71,18.28,take_profit
4021,long,2023-11-09 22:05,2023-11-09 22:10,2073.03,2084.8753,7.992370438516316e+73,2.235580188373564e+72,4.0872982422572286e+71,18.28,take_profit
4022,short,2023-11-09 22:15,2023-11-09 22:35,2087.61,2090.0,9.351397104066846e+73,2.6157193613946975e+72,-1.631678385511238e+71,-6.24,signal
4023,short,2023-11-09 22:45,2023-11-09 22:50,2113.0,2100.9263,8.808864040884359e+73,2.4639651131502248e+72,4.504853070508341e+71,18.28,take_profit
4024,long,2023-11-09 23:00,2023-11-09 23:10,2090.08,2102.0227,1.0306727686828383e+74,2.882938972972853e+72,5.270860539044034e+71,18.28,take_profit
4025,long,2023-11-09 23:20,2023-11-09 23:30,2095.32,2107.2927,1.2059288816060524e+74,3.3731553574066436e+72,6.167120300533389e+71,18.28,take_profit
4026,long,2023-11-09 23:30,2023-11-09 23:35,2106.05,2118.084,1.4109856315987874e+74,3.946728380957751e+72,7.21578051999616e+71,18.28,take_profit
4027,short,2023-11-09 23:45,2023-11-10 00:10,2130.73,2118.555,1.6509103338886596e+74,4.617832048219994e+72,8.442755447506456e+71,18.28,take_profit
4028,short,2023-11-10 00:10,2023-11-10 00:20,2122.97,2110.8393,1.9316319525182495e+74,5.403050518615332e+72,9.878365805178182e+71,18.28,take_profit
4029,short,2023-11-10 00:30,2023-11-10 00:40,2111.81,2099.7431,2.260087615540424e+74,6.3217879303259294e+72,1.1558088065873859e+72,18.28,take_profit
4030,long,2023-11-10 01:00,2023-11-10 01:40,2103.47,2115.4892,2.6443940437307296e+74,7.396747910892527e+72,1.3523431139638961e+72,18.28,take_profit
4031,short,2023-11-10 01:45,2023-11-10 02:15,2114.86,2114.23,3.0940481291237253e+74,8.654494624034649e+72,-9.347365094932411e+70,-1.08,signal
4032,long,2023-11-10 02:20,2023-11-10 03:10,2114.64,2126.7231,3.062968140183075e+74,8.567559454969229e+72,1.5664019068895968e+72,18.28,take_profit
4033,short,2023-11-10 03:15,2023-11-10 03:45,2121.2,2119.99,3.5837967742238653e+74,1.0024391548471897e+73,-1.0596630854195261e+70,-0.11,signal
4034,long,2023-11-10 03:50,2023-11-10 04:00,2121.85,2121.49,3.580273394464846e+74,1.0014536151945954e+73,-2.7556049123335486e+71,-2.75,signal
4035,short,2023-11-10 04:05,2023-11-10 04:15,2125.47,2113.3251,3.488649531129755e+74,9.758251117074373e+72,1.784095370219763e+72,18.28,take_profit
4036,long,2023-11-10 04:15,2023-11-10 04:30,2114.65,2126.7331,4.0818612417278266e+74,1.1417549016147262e+73,2.087463839019588e+72,18.28,take_profit
4037,short,2023-11-10 04:30,2023-11-10 04:45,2127.07,2124.5,4.77594296820184e+74,1.335899475962743e+73,2.9048947249764508e+71,2.17,signal
4038,long,2023-11-10 04:50,2023-11-10 05:00,2129.14,2135.0,4.872530717807308e+74,1.362916449352387e+73,1.048707458168279e+72,7.69,signal
4039,short,2023-11-10 05:05,2023-11-10 05:15,2130.54,2123.77,5.22122594764826e+74,1.4604514864993275e+73,1.3458222435287349e+72,9.22,signal
4040,short,2023-11-10 05:45,2023-11-10 06:15,2127.38,2115.2242,5.668711843621564e+74,1.5856196842587176e+73,2.898979236828072e+72,18.28,take_profit
4041,short,2023-11-10 06:25,2023-11-10 07:30,2114.31,2108.8,6.632622439866897e+74,1.855239248179912e+73,1.330537985118741e+72,7.17,signal
4042,long,2023-11-10 07:35,2023-11-10 07:45,2109.78,2110.96,7.07502631991888e+74,1.978985933485881e+73,-2.879534169628837e+70,-0.15,signal
4043,short,2023-11-10 07:55,2023-11-10 08:10,2105.04,2093.0118,7.065451868804864e+74,1.9763078227314177e+73,3.613272085706796e+72,18.28,take_profit
4044,short,2023-11-10 08:20,2023-11-10 08:30,2097.96,2095.83,8.266864837302374e+74,2.3123601930625782e+73,3.432997316924454e+71,1.48,signal
4045,long,2023-11-10 08:35,2023-11-10 09:00,2098.81,2100.16,8.381011998090111e+74,2.344288784608634e+73,3.6224104249264344e+70,0.15,signal
4046,short,2023-11-10 09:05,2023-11-10 09:15,2102.22,2098.1,8.393056512752993e+74,2.347657807424337e+73,1.141315470083895e+72,4.86,signal
4047,long,2023-11-10 09:35,2023-11-10 10:15,2100.05,2102.19,8.772543906555888e+74,2.453805852719489e+73,3.675900793529138e+71,1.5,signal
4048,short,2023-11-10 10:30,2023-11-10 10:45,2100.34,2088.3387,8.894767607940732e+74,2.487993568049707e+73,4.5487841547009615e+72,18.28,take_profit
4049,long,2023-11-10 11:15,2023-11-10 11:30,2099.63,2106.53,1.04072383393788e+75,2.91105323835767e+73,2.7956894615245885e+72,9.6,signal
4050,short,2023-11-10 11:45,2023-11-10 12:00,2108.21,2096.1637,1.1336805085335725e+75,3.171066336726764e+73,5.797642120640755e+72,18.28,take_profit
4051,short,2023-11-10 12:00,2023-11-10 12:10,2095.87,2083.8942,1.3264521090448778e+75,3.710276042156958e+73,6.783476085655481e+72,18.28,take_profit
4052,long,2023-11-10 12:15,2023-11-10 12:45,2081.47,2088.96,1.5520026888929226e+75,4.341173235503346e+73,4.653553458708695e+72,10.72,signal
4053,long,2023-11-10 13:00,2023-11-10 13:30,2084.72,2096.6321,1.7067333413949866e+75,4.773976974930548e+73,8.728234307893856e+72,18.28,take_profit
4054,short,2023-11-10 13:45,2023-11-10 13:55,2093.93,2081.9653,1.996947132132457e+75,5.585746406736216e+73,1.0212387633725574e+73,18.28,take_profit
4055,short,2023-11-10 14:00,2023-11-10 14:10,2085.02,2073.1062,2.336509020953833e+75,6.535549518610863e+73,1.1948907133157925e+73,18.28,take_profit
4056,long,2023-11-10 14:30,2023-11-10 15:05,2078.25,2090.1251,2.7338101831313333e+75,7.646857626530215e+73,1.3980705276533462e+73,18.28,take_profit
4057,short,2023-11-10 15:15,2023-11-10 15:45,2088.77,2092.53,3.1986686335760707e+75,8.94713312077421e+73,-7.677132432627593e+72,-8.58,signal
4058,long,2023-11-10 15:50,2023-11-10 16:05,2089.0,2100.9365,2.9434039801912035e+75,8.233121418877681e+73,1.5052567954697683e+73,18.28,take_profit
4059,long,2023-11-10 16:10,2023-11-10 17:05,2100.74,2100.4,3.443901864684902e+75,9.633085501504338e+73,-2.6237288174275244e+72,-2.72,signal
4060,short,2023-11-10 17:15,2023-11-10 17:30,2097.67,2094.49,3.3566628815054358e+75,9.38906560283949e+73,3.0745948348404463e+72,3.27,signal
4061,long,2023-11-10 17:35,2023-11-10 18:00,2090.51,2102.4552,3.458893159763882e+75,9.67501829545383e+73,1.7688779619032217e+73,18.28,take_profit
4062,short,2023-11-10 18:00,2023-11-10 18:15,2103.09,2096.83,4.047045082096704e+75,1.1320163243921922e+74,9.618096319654504e+72,8.5,signal
4063,long,2023-11-10 18:20,2023-11-10 18:30,2097.9,2101.55,4.3668467847252155e+75,1.221469429213139e+74,4.9774851243826765e+72,4.07,signal
4064,short,2023-11-10 18:35,2023-11-10 18:45,2099.45,2093.81,4.53234816511094e+75,1.26776252961246e+74,9.456372210855141e+72,7.46,signal
4065,short,2023-11-10 19:30,2023-11-10 21:00,2093.58,2088.38,4.846772541121873e+75,1.3557115193595183e+74,9.13027139151487e+72,6.73,signal
4066,long,2023-11-10 21:05,2023-11-10 21:30,2090.7,2100.0,5.150354064889742e+75,1.4406276084363022e+74,1.9819957744964152e+73,13.76,signal
4067,short,2023-11-10 21:45,2023-11-10 22:20,2095.85,2087.05,5.8093676599098e+75,1.6249631254433414e+74,2.090659993854116e+73,12.87,signal
4068,short,2023-11-10 22:30,2023-11-10 22:40,2089.33,2077.3916,6.504512107866294e+75,1.8194049581717436e+74,3.326407491962776e+73,18.28,take_profit
4069,long,2023-11-10 23:00,2023-11-10 23:15,2084.82,2089.51,7.610542598943918e+75,2.1287774869617414e+74,1.2554310653374985e+73,5.9,signal
4070,short,2023-11-10 23:20,2023-11-11 01:15,2082.29,2070.3918,8.027973428168637e+75,2.2455388531934557e+74,4.105505611165357e+73,18.28,take_profit
4071,long,2023-11-11 01:20,2023-11-11 02:00,2051.0,2054.25,9.393054043881117e+75,2.62737140255989e+74,9.248334147349357e+72,3.52,signal
4072,short,2023-11-11 02:05,2023-11-11 02:15,2051.98,2040.255,9.700561154280483e+75,2.7133855342973127e+74,4.96086697429909e+73,18.28,take_profit
4073,short,2023-11-11 02:20,2023-11-11 02:30,2045.19,2043.29,1.135004942323493e+76,3.1747709672419994e+74,3.734268872918356e+72,1.18,signal
4074,long,2023-11-11 02:35,2023-11-11 03:45,2046.19,2049.26,1.1474213863259466e+76,3.209501534894576e+74,1.0330801910521851e+73,3.22,signal
4075,short,2023-11-11 03:50,2023-11-11 04:00,2049.0,2044.75,1.1817713026784317e+76,3.305583158063385e+74,1.7421466065741682e+73,5.27,signal
4076,short,2023-11-11 04:15,2023-11-11 04:30,2045.15,2044.14,1.2396976773470228e+76,3.4676115032078155e+74,-1.3159228847530807e+72,-0.38,signal
4077,long,2023-11-11 04:45,2023-11-11 05:25,2045.04,2056.7254,1.2353222337552188e+76,3.4553727624181694e+74,6.317437903424291e+73,18.28,take_profit
4078,short,2023-11-11 05:30,2023-11-11 06:15,2057.9,2052.74,1.4453770440440768e+76,4.042926074626146e+74,2.7569273025438067e+73,6.82,signal
4079,long,2023-11-11 06:20,2023-11-11 06:45,2053.99,2059.16,1.5370448768536582e+76,4.2993340983992325e+74,2.946595226543624e+73,6.85,signal
4080,long,2023-11-11 07:15,2023-11-11 07:30,2057.86,2061.99,1.6350191681362335e+76,4.573382187443922e+74,2.3003726381763493e+73,5.03,signal
4081,long,2023-11-11 07:45,2023-11-11 08:05,2054.27,2054.4,1.7115065583555974e+76,4.787328344657513e+74,-9.185949724201186e+72,-1.92,signal
4082,long,2023-11-11 08:15,2023-11-11 08:30,2053.8,2054.25,1.6809632755226284e+76,4.70189441924758e+74,-6.4026874631227355e+72,-1.36,signal
4083,short,2023-11-11 08:35,2023-11-11 09:15,2053.42,2056.09,1.6596743397077454e+76,4.642346224496808e+74,-3.153829015303936e+73,-6.79,signal
4084,long,2023-11-11 09:20,2023-11-11 09:30,2063.52,2064.55,1.5548095249488896e+76,4.3490243569284656e+74,-1.5680706746523038e+72,-0.36,signal
4085,long,2023-11-11 09:45,2023-11-11 10:15,2060.48,2064.27,1.5495956899556707e+76,4.334440515618861e+74,1.920533617694916e+73,4.43,signal
4086,short,2023-11-11 10:20,2023-11-11 10:30,2063.82,2062.4,1.6134534327440263e+76,4.513059744732576e+74,1.4205570076710605e+72,0.31,signal
4087,short,2023-11-11 11:00,2023-11-11 11:35,2061.68,2061.23,1.618176784794533e+76,4.526271635182423e+74,-6.177088951960876e+72,-1.36,signal
4088,long,2023-11-11 11:40,2023-11-11 12:30,2062.05,2058.03,1.597637964029263e+76,4.46882161938471e+74,-4.0732039638386714e+73,-9.11,signal
4089,short,2023-11-11 12:35,2023-11-11 12:45,2057.41,2058.35,1.462203932231627e+76,4.0899932847278946e+74,-1.5453815679059654e+73,-3.78,signal
4090,short,2023-11-11 13:15,2023-11-11 13:30,2060.53,2059.79,1.4108199950987536e+76,3.9462650720047995e+74,-3.3982293794659107e+72,-0.86,signal
4091,long,2023-11-11 13:50,2023-11-11 14:25,2064.33,2076.1256,1.3995208824120295e+76,3.914659839661077e+74,7.1571497926552e+73,18.28,take_profit
4092,short,2023-11-11 14:45,2023-11-11 15:25,2086.15,2074.2297,1.637496113017815e+76,4.580310556126974e+74,8.374155121973154e+73,18.28,take_profit
4093,long,2023-11-11 15:30,2023-11-11 15:45,2072.07,2069.46,1.915936770823422e+76,5.359148853246086e+74,-3.562895092676129e+73,-6.65,signal
4094,short,2023-11-11 15:50,2023-11-11 16:10,2069.43,2074.24,1.7974705089919408e+76,5.027781795151743e+74,-5.2563637260042874e+73,-10.45,signal
4095,long,2023-11-11 16:20,2023-11-11 16:50,2072.83,2084.6742,1.622696415102298e+76,4.538913686814714e+74,8.298469466833281e+73,18.28,take_profit
4096,long,2023-11-11 16:55,2023-11-11 17:00,2086.57,2082.09,1.8986205248745046e+76,5.310712839577543e+74,-5.2156327027563186e+73,-9.82,signal
4097,long,2023-11-11 17:15,2023-11-11 17:30,2075.65,2082.29,1.725200737507857e+76,4.825632920057691e+74,4.4837931012295137e+73,9.29,signal
4098,short,2023-11-11 17:45,2023-11-11 18:05,2077.01,2069.67,1.8742868581237384e+76,5.242648097437543e+74,5.499019268233452e+73,10.49,signal
4099,long,2023-11-11 18:15,2023-11-11 18:30,2071.71,2079.62,2.0571292487925005e+76,5.754084384479594e+74,6.620051656042029e+73,11.5,signal
4100,short,2023-11-11 18:35,2023-11-11 18:45,2078.76,2076.49,2.2772459663558982e+76,6.369782288749783e+74,1.1203985301890025e+73,1.76,signal
4101,long,2023-11-11 18:50,2023-11-11 19:00,2077.65,2078.83,2.314499217484682e+76,6.473984954050011e+74,-7.418116761373838e+71,-0.11,signal
4102,short,2023-11-11 19:05,2023-11-11 19:15,2080.14,2077.64,2.3120326936615252e+76,6.467085734556095e+74,1.3914788051371362e+73,2.15,signal
4103,long,2023-11-11 19:20,2023-11-11 19:30,2077.0,2077.86,2.3582993639323354e+76,6.596500220827875e+74,-4.3850515857023e+72,-0.66,signal
4104,short,2023-11-11 19:35,2023-11-11 20:15,2079.72,2067.8365,2.343719067409875e+76,6.55571704855505e+74,1.1985779310734018e+74,18.28,take_profit
4105,long,2023-11-11 20:30,2023-11-11 20:40,2065.34,2068.73,2.742246229491781e+76,7.670454453349869e+74,2.85571006294637e+73,3.72,signal
4106,short,2023-11-11 20:45,2023-11-11 21:30,2063.91,2052.1168,2.8371985890847483e+76,7.936049767754198e+74,1.4509433584579277e+74,18.28,take_profit
4107,short,2023-11-11 21:40,2023-11-11 21:55,2055.77,2044.0233,3.319637255772009e+76,9.285499638287991e+74,1.6976624926018132e+74,18.28,take_profit
4108,short,2023-11-11 21:55,2023-11-11 22:10,2046.68,2034.9853,3.884110034562112e+76,1.086441063953231e+75,1.9863338716750662e+74,18.28,take_profit
4109,long,2023-11-11 22:30,2023-11-11 23:00,2044.1,2044.49,4.544566046894072e+76,1.2711800456883705e+75,-1.859668174543594e+73,-1.46,signal
4110,long,2023-11-11 23:15,2023-11-11 23:50,2040.49,2052.1494,4.4827320800904973e+76,1.2538842018310277e+75,2.2924691857582796e+74,18.28,take_profit
4111,short,2023-11-12 00:15,2023-11-12 00:30,2049.61,2037.8985,5.244978084355126e+76,1.4670952984524767e+75,2.6822817923392233e+74,18.28,take_profit
4112,long,2023-11-12 00:45,2023-11-12 00:55,2023.11,2034.6701,6.136836780307918e+76,1.7165609165489863e+75,3.1383783294494753e+74,18.28,take_profit
4113,short,2023-11-12 01:00,2023-11-12 01:15,2033.04,2033.79,7.180347574849867e+76,2.0084457930794344e+75,-6.957079536694341e+73,-3.46,signal
4114,long,2023-11-12 01:20,2023-11-12 02:25,2033.65,2045.2703,6.94902468025478e+76,1.9437414748484086e+75,3.553731221482279e+74,18.28,take_profit
4115,long,2023-11-12 02:30,2023-11-12 03:20,2040.3,2047.5,8.130640311397637e+76,2.2742562471023676e+75,2.3813773947780525e+74,10.47,signal
4116,long,2023-11-12 03:45,2023-11-12 04:00,2050.01,2051.92,8.922448295161339e+76,2.4957362517037004e+75,2.959600834151366e+73,1.19,signal
4117,short,2023-11-12 04:05,2023-11-12 04:45,2053.3,2048.67,9.020855022896872e+76,2.523262019261725e+75,1.4928673737352074e+74,5.92,signal
4118,short,2023-11-12 05:00,2023-11-12 05:15,2046.61,2047.71,9.517233424663829e+76,2.662106149355968e+75,-1.0825607138967489e+74,-4.07,signal
4119,long,2023-11-12 05:20,2023-11-12 05:30,2047.4,2051.0,9.157281987293159e+76,2.5614225901600008e+75,1.0607132787820713e+74,4.14,signal
4120,long,2023-11-12 05:45,2023-11-12 06:30,2052.7,2055.42,9.509969152488198e+76,2.6600742286531276e+75,6.89552681209276e+73,2.59,signal
4121,short,2023-11-12 06:35,2023-11-12 06:45,2052.0,2053.5,9.739245418990282e+76,2.724206075768996e+75,-1.2962878698024492e+74,-4.76,signal
4122,long,2023-11-12 06:55,2023-11-12 09:15,2054.71,2057.42,9.308229702280969e+76,2.6036448224380195e+75,6.691881045129252e+73,2.57,signal
4123,short,2023-11-12 09:20,2023-11-12 09:45,2056.23,2051.31,9.530734747031516e+76,2.665882662098244e+75,1.7086019234260071e+74,6.41,signal
4124,short,2023-11-12 10:45,2023-11-12 11:15,2053.44,2053.18,1.0098844886570665e+77,2.82479118398648e+75,-4.780623517520463e+73,-1.69,signal
4125,long,2023-11-12 11:20,2023-11-12 11:45,2051.99,2053.84,9.93988915461311e+76,2.780328994961781e+75,2.997511219944121e+73,1.08,signal
4126,short,2023-11-12 11:50,2023-11-12 12:25,2051.51,2039.7877,1.0039556402676253e+77,2.8082073480628715e+75,5.134229144328608e+74,18.28,take_profit
4127,short,2023-11-12 12:25,2023-11-12 13:00,2040.96,2042.31,1.1746687593165513e+77,3.2857163296311534e+75,-1.4817899398744036e+74,-4.51,signal
