N,Events,MarginGate,EligibleN,RuleOutThreshold,RuleInThreshold,RuleOutN,RuleInN,Clinical_AUC,RuleOut_AUC_in_clinical_positive,RuleIn_AUC_in_clinical_negative,Clinical_Sensitivity,Workflow_Sensitivity,SensitivityDiff,Clinical_Specificity,Workflow_Specificity,SpecificityDiff,Clinical_Accuracy,Workflow_Accuracy,AccuracyDiff,Clinical_PPV,Workflow_PPV,Clinical_NPV,Workflow_NPV,Workflow_TP,Workflow_FN,Workflow_TN,Workflow_FP,Rescued_FN,Lost_TP,Corrected_FP,Added_FP,Sensitivity_p,Specificity_p,Accuracy_p,Accuracy_improved,Accuracy_worsened,NetCorrected,Cohort,Rule
964,117,0.075,137,0.707501,0.794599,42,6,0.8133028587574043,0.6742571918010515,0.7294496691048415,0.6923076923076923,0.6923076923076923,0.0,0.7532467532467533,0.7957497048406139,0.04250295159386064,0.745850622406639,0.783195020746888,0.03734439834024894,0.2793103448275862,0.3188976377952756,0.9465875370919882,0.9492957746478873,81,36,674,173,2,2,40,4,1.0,1.7051434042514302e-08,1.0087482138487758e-07,42,6,36,Gangnam_internal_CV,no_sens_drop
926,141,0.075,139,0.707501,0.794599,43,2,0.8343587658671003,0.7252767527675275,0.6686121919584954,0.851063829787234,0.8368794326241135,-0.014184397163120588,0.6547770700636942,0.7044585987261146,0.04968152866242037,0.6846652267818575,0.724622030237581,0.0399568034557235,0.3069053708439898,0.33714285714285713,0.9607476635514018,0.9600694444444444,118,23,553,232,0,2,41,2,0.5,2.1532287064474076e-10,9.334883088740753e-09,41,4,37,Shinchon_sdata_external,no_sens_drop
