aec_point,Age,BMI,SMI,Sex(M=1),Sarcopenia,TAMA
27,-0.02957052568256387,0.3913609086184494,0.14614159521870013,-0.03083824935039787,-0.14887190368625008,0.1864719707219114
28,-0.024843221251438733,0.39472804369365494,0.14802591688507707,-0.028599693408111266,-0.14871758836350613,0.18841846148695102
29,-0.020596819706233557,0.39824647465101565,0.14963117971040965,-0.02656848496536563,-0.14813990289501153,0.19009587534880792
30,-0.015316683763583486,0.401984152999433,0.15074023952561705,-0.025273640841542305,-0.14835785739410534,0.19113666402596904
31,-0.00977272744127832,0.4058287319983933,0.15212618918336548,-0.023850232377626897,-0.14854136640179197,0.19242079051137626
32,-0.0049881598856704,0.4096034007746208,0.15391832807984937,-0.022457073274897658,-0.14874164161052048,0.193948607526186
33,-4.671449165985082e-05,0.41318077252731794,0.1550708745176115,-0.022216195538443083,-0.14878861345077068,0.1946749909730663
34,0.005013986787148233,0.4161298528588605,0.15602031702253397,-0.021854068502243768,-0.14878435511556315,0.195251093552337
35,0.01036448636374012,0.4197060631382487,0.15644990996949806,-0.02116633663287404,-0.1483297271541171,0.1958548199735686
36,0.015915178762322135,0.423405882266165,0.1574435397759033,-0.019982605197400867,-0.1484296055089722,0.1969069977314236
37,0.022718169816877687,0.42678062900308344,0.15750920187622142,-0.019177788329012353,-0.14837264837578285,0.19723870963805676
38,0.02832889389189577,0.4305147586566974,0.15799158667417137,-0.018816501922208226,-0.14900443977039687,0.1976546495527564
39,0.03350639140205062,0.4345412927524908,0.15914405522068906,-0.018655948004633962,-0.14920760381602502,0.19837284846588582
40,0.0396199798238377,0.43739154068791314,0.15832314609866602,-0.020044043358906784,-0.14772627275575306,0.19714577607829517
41,0.04524523969846547,0.44037409190994675,0.1575232810001326,-0.02196008868737398,-0.14659947179301364,0.19610866320749468
42,0.05085343987444698,0.4450682417674496,0.15867260897302524,-0.022650746313638892,-0.1461578605009472,0.19685940718049025
43,0.057154895069976945,0.4495236827462698,0.15873193396740776,-0.023653645258846386,-0.1456011410634218,0.1968286627406874
44,0.06384147651087092,0.4534256980139284,0.159149976952002,-0.0248160919408128,-0.14622139151823021,0.19664674581503452
45,0.07065460925986938,0.457299776838343,0.15904065212713123,-0.026037114281039307,-0.1454886654430015,0.19559308217671617
46,0.07647324232889857,0.4602182491659076,0.1572082982455644,-0.028301428658966985,-0.14393994753616113,0.19331847415516895
47,0.08246670323669672,0.46369631283345947,0.15587599723707307,-0.030793322426744877,-0.1424773224081972,0.19081651525904542
48,0.08841263724032035,0.4673465874122875,0.1565225491824366,-0.031056871005061788,-0.14074841770622512,0.19071552849358686
49,0.09593489413705072,0.47129172826428495,0.1581224307813676,-0.030662822599751578,-0.13988844589877752,0.19182931189741834
50,0.1030101420846156,0.47545116526178083,0.1596570149682529,-0.029732541157854054,-0.13888772169460256,0.19304184564028815
51,0.10935473582188154,0.4799611067372209,0.16137917587946451,-0.028089743831079157,-0.13662359011301795,0.19425243904028364
52,0.11777610876592247,0.4855087919805482,0.1626543358893761,-0.027109239840178705,-0.1352191201418249,0.19464906452107242
53,0.1262150285117665,0.4920862674062253,0.165641199434987,-0.025472756175350702,-0.13421891050681453,0.1963776054035073
54,0.13318578224193992,0.4973137190104257,0.1686971901825203,-0.023239630423161663,-0.13277546339327279,0.19847318966128297
55,0.13893303257705486,0.5029225501326533,0.17394593924065482,-0.01725567259016314,-0.13063504792194516,0.20319110637795026
56,0.14565669362747521,0.5094369066655515,0.18155120644614883,-0.007769454245086956,-0.1273986062271421,0.210646519227531
57,0.1531641364417045,0.5172736125692313,0.18989176252743917,0.0008792292701978355,-0.12555492890765613,0.2182489767802983
58,0.161054119605059,0.5247195389981224,0.19839958619576475,0.00985492710383226,-0.12454542553769626,0.22594136291614864
59,0.1680008035037937,0.5322305066729891,0.2068624547311588,0.018835624003061362,-0.12454367054189058,0.23394521818201697
60,0.1734925645150077,0.5398932177664069,0.2157004269573727,0.028171027653187953,-0.12397106230206208,0.2419149980736322
61,0.17706764955517632,0.5479565082154231,0.22560836255683153,0.03913943142653689,-0.12303702398374097,0.25129581479710705
62,0.18196557995619297,0.5554533381319223,0.23666452280895878,0.052425963547269236,-0.12267033608968042,0.26253621634201396
63,0.18769508731428927,0.562174487193431,0.2478823119355073,0.06595110560762094,-0.12289211684842002,0.2743125265499215
64,0.19302516494828015,0.568778999970495,0.25890371081816194,0.07840158186191495,-0.12310636580491749,0.285794911874826
65,0.1979558908660455,0.5755599747025323,0.2694780812194347,0.09101330657943761,-0.12312242446486274,0.29686240743967346
66,0.2020634578140993,0.5818011889479285,0.27894281658125275,0.10256830568049072,-0.1232646424305599,0.30670763337374574
67,0.20485284311522858,0.5873441767996876,0.28814405804308296,0.11414043900295556,-0.12349833826765898,0.31632129851881086
68,0.20773795781497162,0.5927245510753857,0.2984087992552211,0.1274435769930608,-0.12343998412027615,0.3270982303535064
69,0.21143867015006854,0.5963529883459446,0.3071810466452014,0.13963048862183405,-0.12353311866640737,0.33681258393674773
70,0.21471593135177208,0.5994810186933669,0.3145324773011772,0.1503828763781517,-0.12381862825183074,0.3451199884445643
71,0.2169366588921821,0.6022196641609459,0.3212614346485163,0.16052116854584317,-0.12340304171326875,0.35291996627546535
72,0.2194291670467579,0.6052725391343726,0.3278219180541238,0.1709873044318836,-0.12239622473025104,0.36041389519428574
73,0.22198444124149444,0.6084108727434364,0.33427075477407325,0.181652230662174,-0.12143903313866268,0.36791938377417943
74,0.22380339805005753,0.6106574396164659,0.3403390713256456,0.19192912476203086,-0.1208587754606704,0.3750131408243253
75,0.2254427536568637,0.6120210120451564,0.3459667234143945,0.20136921807444194,-0.11981469909723275,0.38160283903534054
76,0.2277334696433148,0.6133421127613922,0.35137428990094355,0.20999325984575026,-0.11907590008310164,0.38766052629097686
77,0.22986244590552868,0.6145990122007284,0.356352166897847,0.21769336873956083,-0.1176360888123673,0.39331578775060666
78,0.23166307649225515,0.6154028479517274,0.36104770769601957,0.22488977969314486,-0.11678174470029651,0.3986414349166667
79,0.23304847644422974,0.6161051987630247,0.3658532252920141,0.23244209230272078,-0.1165273429883546,0.404156881055743
80,0.23400371029664405,0.6162430500459951,0.3701963783294213,0.23974815064167615,-0.11567934784502844,0.4093675711168594
81,0.23535536823206027,0.6160074532030264,0.3736245130843713,0.2465735972166222,-0.11404006616892766,0.41389021441652724
82,0.23720089372595418,0.6157009067384435,0.3770093057573529,0.25298915005460804,-0.11229104728592007,0.4181396166861044
83,0.23863311597534184,0.6151479565290927,0.38034277905752445,0.25865905770943987,-0.11154630566718261,0.4221245662345828
84,0.23980060220252952,0.6146286871155626,0.38322943463673287,0.264237050702478,-0.11116765235808355,0.4259380627958276
85,0.2403100196620306,0.6141414839791398,0.38697408310074477,0.2697105530396131,-0.1116895302115442,0.4301757833976217
86,0.2411262334564006,0.6132307930718078,0.3897718529698078,0.2751026085452921,-0.11139034401402638,0.4337026820845023
87,0.24172587383141267,0.6121802167073102,0.392084333314914,0.2800630246844438,-0.11109120674840733,0.43672157349788154
88,0.2422534139612761,0.6111556016591675,0.39524526023409434,0.28517842457134784,-0.11091597800910281,0.4405356609325312
89,0.24155393098603303,0.6100865899606672,0.3985982205428526,0.2899295800165313,-0.11140679314384781,0.4442158140575331
90,0.2407223288405441,0.6089107154998246,0.4009808305106125,0.29447593649938913,-0.11145609149882431,0.4472921833261491
91,0.23918453930476008,0.6081310226005624,0.4041319851616517,0.29936852539335973,-0.11223999286271019,0.4508977428931059
92,0.23760213217315757,0.6065013003067378,0.4065699094317155,0.3039122220543661,-0.11198594536518916,0.4537367340574571
93,0.23580647517550343,0.6048958237501715,0.40913606046181106,0.3085393033029036,-0.1115895550544386,0.4568096626443984
94,0.23364618719183256,0.6031864104228927,0.41284974670053287,0.31412461462753133,-0.11187641679843681,0.46071060369114525
95,0.2313359477062089,0.6019746760016703,0.41573854400432264,0.31850377417511194,-0.11244376786705321,0.4637102147319671
96,0.229570735849351,0.601318089332244,0.41839560267187476,0.3230605394215086,-0.11315548003643518,0.4666711780787733
97,0.2273923429167063,0.6000152577925343,0.42128552641189454,0.3281026754040463,-0.11340920763492326,0.4699977457484352
98,0.2248991664407023,0.5979111686980831,0.4236569755810323,0.33270628806799524,-0.1129554829727381,0.4730328782110173
99,0.22310585377721354,0.5952787906759942,0.42581475881549485,0.3378093283699129,-0.11184317364320247,0.4760635547554579
100,0.2203812868415948,0.5930872125098983,0.4285150145870293,0.3422952658010647,-0.11189576037511902,0.4790815450768734
101,0.2171556840800781,0.5917031731065021,0.4308918415310511,0.34606719110828704,-0.11170903169423078,0.4819518307312381
102,0.21481029403876928,0.5899197788770953,0.43265511020360126,0.34993761081829244,-0.11164671832784524,0.4845600339004947
103,0.21367345901973206,0.5875868252906472,0.4336160178302911,0.35256131904191335,-0.11191810612431902,0.48611161165077427
104,0.21312992792865534,0.5847871159267235,0.43372082975167464,0.3553281363445581,-0.11088409418644207,0.4870938083376198
105,0.212055306513185,0.5818404623286407,0.4344411498018294,0.358350008977218,-0.11024241821137207,0.4885456540622734
106,0.2103302233483527,0.5794398366004168,0.43515049936157396,0.35982133288265294,-0.1099572363044147,0.48914856574603177
107,0.2070578032508735,0.5773285142176804,0.4353699575714864,0.3613241067234569,-0.10919229108300456,0.4895356875640007
108,0.20334202244776736,0.5746072221827417,0.4345808500984588,0.3617137479407892,-0.10917417717827405,0.48944933370846994
109,0.20062552389498567,0.5708259694182739,0.43326780044983104,0.3623561419514293,-0.10904429540181933,0.48874365693177196
110,0.19964707859924058,0.5663865297902202,0.4304684977978337,0.36197117342311014,-0.10820742226832376,0.48636376046756563
111,0.19744320488385367,0.5619835744915614,0.42946426284509415,0.36230537764367693,-0.10837241013924748,0.48542595622566914
112,0.1946986001048195,0.5572296591610377,0.42710219208866684,0.36180168983775696,-0.10742234887710976,0.4835068904022778
113,0.19003825547593303,0.551765077749466,0.4239260049068499,0.3601439311636663,-0.10642270663164483,0.4807215439723242
114,0.18516976601826995,0.5447068294910279,0.4207096692563754,0.35742249684314575,-0.10561740425492779,0.47690695041706305
115,0.1813979265222857,0.5383313993563166,0.41660745072922106,0.35350407497598973,-0.10472777572566178,0.4719900594017264
116,0.1771060781914805,0.5318703203200897,0.41301738107810737,0.3509644867440588,-0.1037506324750662,0.46819143612354835
117,0.17292170570985776,0.525553897782181,0.40754330201204797,0.3458326069910492,-0.10179732544566895,0.4617976029986197
118,0.1715641242619319,0.5212663150599706,0.4010472255910625,0.3389052158375526,-0.09975808990469405,0.45403206451647515
119,0.17024943543048304,0.5181573940371921,0.39333871932918857,0.32951031797615316,-0.09850492219904028,0.4452305782399216
120,0.16866464209047383,0.5155481706414788,0.38588712509716855,0.3186355224108312,-0.0989107064926623,0.4361220716792526
121,0.16876159782174122,0.5146044984529355,0.37763596854977965,0.3066546490306781,-0.09715893509848972,0.4256943060998342
122,0.16745448574656305,0.5172737758189836,0.37141237812171984,0.2937529411876217,-0.0964953316747991,0.41736549051694727
123,0.1669120545345304,0.5195663834704596,0.36223025264431513,0.2779738471677025,-0.09607550810848108,0.4061402325901953
124,0.16663696559284555,0.5220508567205279,0.352473742105376,0.26018260944059696,-0.0951687569738834,0.3939647742431951
125,0.16511848985303432,0.5257938209850901,0.3435769425913495,0.24125417354069129,-0.09485994539394062,0.3816948754851148
126,0.16034585552289496,0.5319382420826759,0.337222503403325,0.2221257245142207,-0.09693770960793846,0.3718337808801291
127,0.1583264310461479,0.5371454628146937,0.3313936437206353,0.2055937712310225,-0.09778368285688112,0.36273419986077854
