N,Events,MarginGate,EligibleN,RuleOutThreshold,RuleInThreshold,RuleOutN,RuleInN,Clinical_AUC,RuleOut_AUC_in_clinical_positive,RuleIn_AUC_in_clinical_negative,Clinical_Sensitivity,Workflow_Sensitivity,SensitivityDiff,Clinical_Specificity,Workflow_Specificity,SpecificityDiff,Clinical_Accuracy,Workflow_Accuracy,AccuracyDiff,Clinical_PPV,Workflow_PPV,Clinical_NPV,Workflow_NPV,Workflow_TP,Workflow_FN,Workflow_TN,Workflow_FP,Rescued_FN,Lost_TP,Corrected_FP,Added_FP,Sensitivity_p,Specificity_p,Accuracy_p,Accuracy_improved,Accuracy_worsened,NetCorrected
1090,129,0.05,114,0.782333,0.431631,27,49,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7829457364341085,-0.007751937984496138,0.6899063475546305,0.6659729448491155,-0.023933402705515028,0.7018348623853211,0.6798165137614679,-0.022018348623853212,0.255,0.23933649289099526,0.9608695652173913,0.9580838323353293,101,28,640,321,4,5,22,45,1.0,0.006741447363103126,0.007905180027859778,26,50,-24
1090,129,0.05,114,0.782333,0.450252,27,49,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7829457364341085,-0.007751937984496138,0.6899063475546305,0.6659729448491155,-0.023933402705515028,0.7018348623853211,0.6798165137614679,-0.022018348623853212,0.255,0.23933649289099526,0.9608695652173913,0.9580838323353293,101,28,640,321,4,5,22,45,1.0,0.006741447363103126,0.007905180027859778,26,50,-24
1090,129,0.05,114,0.782333,0.476562,27,49,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7829457364341085,-0.007751937984496138,0.6899063475546305,0.6659729448491155,-0.023933402705515028,0.7018348623853211,0.6798165137614679,-0.022018348623853212,0.255,0.23933649289099526,0.9608695652173913,0.9580838323353293,101,28,640,321,4,5,22,45,1.0,0.006741447363103126,0.007905180027859778,26,50,-24
1090,129,0.05,114,0.782333,0.498005,27,48,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7829457364341085,-0.007751937984496138,0.6899063475546305,0.6670135275754423,-0.02289281997918824,0.7018348623853211,0.6807339449541284,-0.02110091743119269,0.255,0.23990498812351543,0.9608695652173913,0.9581464872944694,101,28,641,320,4,5,22,44,1.0,0.00921048969455458,0.010582117051705276,26,49,-23
1090,129,0.05,114,0.782333,0.515342,27,47,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7829457364341085,-0.007751937984496138,0.6899063475546305,0.668054110301769,-0.02185223725286156,0.7018348623853211,0.681651376146789,-0.020183486238532167,0.255,0.24047619047619048,0.9608695652173913,0.9582089552238806,101,28,642,319,4,5,22,43,1.0,0.012502546136489849,0.014079981429530057,26,48,-22
1090,129,0.05,114,0.782333,0.539032,27,44,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7829457364341085,-0.007751937984496138,0.6899063475546305,0.6711758584807492,-0.018730489073881307,0.7018348623853211,0.6844036697247706,-0.017431192660550487,0.255,0.2422062350119904,0.9608695652173913,0.9583952451708767,101,28,645,316,4,5,22,40,1.0,0.030015864349067292,0.03192716208321237,26,45,-19
1090,129,0.05,114,0.782333,0.567937,27,41,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7751937984496124,-0.015503875968992165,0.6899063475546305,0.6732570239334027,-0.01664932362122784,0.7018348623853211,0.6853211009174311,-0.016513761467889965,0.255,0.24154589371980675,0.9608695652173913,0.9571005917159763,100,29,647,314,3,5,22,38,0.7265625,0.051893895928921435,0.038460053348927506,25,43,-18
1090,129,0.05,114,0.782333,0.582893,27,36,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7674418604651163,-0.023255813953488302,0.6899063475546305,0.6774193548387096,-0.012486992715920908,0.7018348623853211,0.6880733944954128,-0.013761467889908285,0.255,0.24205378973105135,0.9608695652173913,0.9559471365638766,99,30,651,310,2,5,22,34,0.453125,0.14089542359848076,0.07692583360960925,24,39,-15
1090,129,0.05,114,0.782333,0.599338,27,28,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7674418604651163,-0.023255813953488302,0.6899063475546305,0.6857440166493236,-0.004162330905306932,0.7018348623853211,0.6954128440366972,-0.006422018348623881,0.255,0.24688279301745636,0.9608695652173913,0.9564586357039188,99,30,659,302,2,5,22,26,0.453125,0.6654658120766186,0.41875418826901556,24,31,-7
1090,129,0.05,114,0.782333,0.623034,27,25,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7674418604651163,-0.023255813953488302,0.6899063475546305,0.6888657648283039,-0.0010405827263266776,0.7018348623853211,0.6981651376146789,-0.003669724770642202,0.255,0.24874371859296482,0.9608695652173913,0.9566473988439307,99,30,662,299,2,5,22,23,0.453125,1.0,0.6778086391424605,24,28,-4
1090,129,0.05,114,0.782333,0.671738,27,18,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.751937984496124,-0.03875968992248058,0.6899063475546305,0.6940686784599376,0.004162330905307043,0.7018348623853211,0.7009174311926606,-0.0009174311926605228,0.255,0.24808184143222506,0.9608695652173913,0.9542203147353362,97,32,667,294,0,5,22,18,0.0625,0.6358280026288412,1.0,22,23,-1
1090,129,0.05,114,0.782333,0.728019,27,14,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.751937984496124,-0.03875968992248058,0.6899063475546305,0.6982310093652445,0.008324661810613976,0.7018348623853211,0.7045871559633028,0.0027522935779816793,0.255,0.25064599483204136,0.9608695652173913,0.9544807965860598,97,32,671,290,0,5,22,14,0.0625,0.2429849540349096,0.755228657504631,22,19,3
1090,129,0.05,114,0.782333,0.805333,27,6,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.751937984496124,-0.03875968992248058,0.6899063475546305,0.7065556711758585,0.01664932362122795,0.7018348623853211,0.7119266055045872,0.010091743119266083,0.255,0.2559366754617414,0.9608695652173913,0.9549929676511955,97,32,679,282,0,5,22,6,0.0625,0.0037191659212112427,0.08014331245794892,22,11,11
1090,129,0.05,114,0.782333,1.01,27,0,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.751937984496124,-0.03875968992248058,0.6899063475546305,0.7127991675338189,0.02289281997918835,0.7018348623853211,0.7174311926605504,0.015596330275229331,0.255,0.26005361930294907,0.9608695652173913,0.9553695955369595,97,32,685,276,0,5,22,0,0.0625,4.76837158203125e-07,0.0015137195587158203,22,5,17
1090,129,0.05,114,0.809341,0.065684,22,56,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7906976744186046,0.0,0.6899063475546305,0.6545265348595213,-0.03537981269510926,0.7018348623853211,0.6706422018348623,-0.031192660550458773,0.255,0.2350230414746544,0.9608695652173913,0.9588414634146342,102,27,629,332,5,5,17,51,1.0,4.453448771493584e-05,0.00014948153872377523,22,56,-34
1090,129,0.05,114,0.809341,0.085257,22,56,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7906976744186046,0.0,0.6899063475546305,0.6545265348595213,-0.03537981269510926,0.7018348623853211,0.6706422018348623,-0.031192660550458773,0.255,0.2350230414746544,0.9608695652173913,0.9588414634146342,102,27,629,332,5,5,17,51,1.0,4.453448771493584e-05,0.00014948153872377523,22,56,-34
1090,129,0.05,114,0.809341,0.110932,22,56,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7906976744186046,0.0,0.6899063475546305,0.6545265348595213,-0.03537981269510926,0.7018348623853211,0.6706422018348623,-0.031192660550458773,0.255,0.2350230414746544,0.9608695652173913,0.9588414634146342,102,27,629,332,5,5,17,51,1.0,4.453448771493584e-05,0.00014948153872377523,22,56,-34
1090,129,0.05,114,0.809341,0.126201,22,56,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7906976744186046,0.0,0.6899063475546305,0.6545265348595213,-0.03537981269510926,0.7018348623853211,0.6706422018348623,-0.031192660550458773,0.255,0.2350230414746544,0.9608695652173913,0.9588414634146342,102,27,629,332,5,5,17,51,1.0,4.453448771493584e-05,0.00014948153872377523,22,56,-34
1090,129,0.05,114,0.809341,0.144717,22,56,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7906976744186046,0.0,0.6899063475546305,0.6545265348595213,-0.03537981269510926,0.7018348623853211,0.6706422018348623,-0.031192660550458773,0.255,0.2350230414746544,0.9608695652173913,0.9588414634146342,102,27,629,332,5,5,17,51,1.0,4.453448771493584e-05,0.00014948153872377523,22,56,-34
1090,129,0.05,114,0.809341,0.168291,22,55,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7906976744186046,0.0,0.6899063475546305,0.6555671175858481,-0.03433922996878247,0.7018348623853211,0.671559633027523,-0.03027522935779814,0.255,0.23556581986143188,0.9608695652173913,0.958904109589041,102,27,630,331,5,5,17,50,1.0,6.737973666915461e-05,0.00021680385841747665,22,55,-33
1090,129,0.05,114,0.809341,0.180536,22,55,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7906976744186046,0.0,0.6899063475546305,0.6555671175858481,-0.03433922996878247,0.7018348623853211,0.671559633027523,-0.03027522935779814,0.255,0.23556581986143188,0.9608695652173913,0.958904109589041,102,27,630,331,5,5,17,50,1.0,6.737973666915461e-05,0.00021680385841747665,22,55,-33
1090,129,0.05,114,0.809341,0.194593,22,55,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7906976744186046,0.0,0.6899063475546305,0.6555671175858481,-0.03433922996878247,0.7018348623853211,0.671559633027523,-0.03027522935779814,0.255,0.23556581986143188,0.9608695652173913,0.958904109589041,102,27,630,331,5,5,17,50,1.0,6.737973666915461e-05,0.00021680385841747665,22,55,-33
1090,129,0.05,114,0.809341,0.208596,22,55,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7906976744186046,0.0,0.6899063475546305,0.6555671175858481,-0.03433922996878247,0.7018348623853211,0.671559633027523,-0.03027522935779814,0.255,0.23556581986143188,0.9608695652173913,0.958904109589041,102,27,630,331,5,5,17,50,1.0,6.737973666915461e-05,0.00021680385841747665,22,55,-33
1090,129,0.05,114,0.809341,0.232796,22,55,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7906976744186046,0.0,0.6899063475546305,0.6555671175858481,-0.03433922996878247,0.7018348623853211,0.671559633027523,-0.03027522935779814,0.255,0.23556581986143188,0.9608695652173913,0.958904109589041,102,27,630,331,5,5,17,50,1.0,6.737973666915461e-05,0.00021680385841747665,22,55,-33
1090,129,0.05,114,0.809341,0.246705,22,55,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7906976744186046,0.0,0.6899063475546305,0.6555671175858481,-0.03433922996878247,0.7018348623853211,0.671559633027523,-0.03027522935779814,0.255,0.23556581986143188,0.9608695652173913,0.958904109589041,102,27,630,331,5,5,17,50,1.0,6.737973666915461e-05,0.00021680385841747665,22,55,-33
1090,129,0.05,114,0.809341,0.260463,22,55,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7906976744186046,0.0,0.6899063475546305,0.6555671175858481,-0.03433922996878247,0.7018348623853211,0.671559633027523,-0.03027522935779814,0.255,0.23556581986143188,0.9608695652173913,0.958904109589041,102,27,630,331,5,5,17,50,1.0,6.737973666915461e-05,0.00021680385841747665,22,55,-33
1090,129,0.05,114,0.809341,0.273311,22,55,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7906976744186046,0.0,0.6899063475546305,0.6555671175858481,-0.03433922996878247,0.7018348623853211,0.671559633027523,-0.03027522935779814,0.255,0.23556581986143188,0.9608695652173913,0.958904109589041,102,27,630,331,5,5,17,50,1.0,6.737973666915461e-05,0.00021680385841747665,22,55,-33
1090,129,0.05,114,0.809341,0.285004,22,55,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7906976744186046,0.0,0.6899063475546305,0.6555671175858481,-0.03433922996878247,0.7018348623853211,0.671559633027523,-0.03027522935779814,0.255,0.23556581986143188,0.9608695652173913,0.958904109589041,102,27,630,331,5,5,17,50,1.0,6.737973666915461e-05,0.00021680385841747665,22,55,-33
1090,129,0.05,114,0.809341,0.292718,22,55,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7906976744186046,0.0,0.6899063475546305,0.6555671175858481,-0.03433922996878247,0.7018348623853211,0.671559633027523,-0.03027522935779814,0.255,0.23556581986143188,0.9608695652173913,0.958904109589041,102,27,630,331,5,5,17,50,1.0,6.737973666915461e-05,0.00021680385841747665,22,55,-33
1090,129,0.05,114,0.809341,0.305544,22,55,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7906976744186046,0.0,0.6899063475546305,0.6555671175858481,-0.03433922996878247,0.7018348623853211,0.671559633027523,-0.03027522935779814,0.255,0.23556581986143188,0.9608695652173913,0.958904109589041,102,27,630,331,5,5,17,50,1.0,6.737973666915461e-05,0.00021680385841747665,22,55,-33
1090,129,0.05,114,0.809341,0.326313,22,54,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7906976744186046,0.0,0.6899063475546305,0.6566077003121749,-0.03329864724245568,0.7018348623853211,0.6724770642201835,-0.029357798165137616,0.255,0.2361111111111111,0.9608695652173913,0.958966565349544,102,27,631,330,5,5,17,49,1.0,0.0001014771231679886,0.0003129786008370501,22,54,-32
1090,129,0.05,114,0.809341,0.33507,22,53,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7906976744186046,0.0,0.6899063475546305,0.6576482830385015,-0.032258064516129004,0.7018348623853211,0.673394495412844,-0.028440366972477094,0.255,0.23665893271461716,0.9608695652173913,0.9590288315629742,102,27,632,329,5,5,17,48,1.0,0.00015210657584807544,0.0004496479716438124,22,53,-31
1090,129,0.05,114,0.809341,0.348866,22,53,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7906976744186046,0.0,0.6899063475546305,0.6576482830385015,-0.032258064516129004,0.7018348623853211,0.673394495412844,-0.028440366972477094,0.255,0.23665893271461716,0.9608695652173913,0.9590288315629742,102,27,632,329,5,5,17,48,1.0,0.00015210657584807544,0.0004496479716438124,22,53,-31
1090,129,0.05,114,0.809341,0.363418,22,52,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7906976744186046,0.0,0.6899063475546305,0.6586888657648283,-0.031217481789802215,0.7018348623853211,0.6743119266055045,-0.02752293577981657,0.255,0.2372093023255814,0.9608695652173913,0.9590909090909091,102,27,633,328,5,5,17,47,1.0,0.0002268823828832806,0.0006428073490507031,22,52,-30
1090,129,0.05,114,0.809341,0.387826,22,51,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7906976744186046,0.0,0.6899063475546305,0.659729448491155,-0.030176899063475537,0.7018348623853211,0.6752293577981652,-0.026605504587155937,0.255,0.23776223776223776,0.9608695652173913,0.9591527987897126,102,27,634,327,5,5,17,46,1.0,0.0003367093494662382,0.0009142745821630901,22,51,-29
1090,129,0.05,114,0.809341,0.413821,22,49,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7829457364341085,-0.007751937984496138,0.6899063475546305,0.6607700312174818,-0.02913631633714875,0.7018348623853211,0.6752293577981652,-0.026605504587155937,0.255,0.23653395784543327,0.9608695652173913,0.9577677224736049,101,28,635,326,4,5,17,45,1.0,0.0004970915863810334,0.0007667649897412907,21,50,-29
1090,129,0.05,114,0.809341,0.431631,22,49,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7829457364341085,-0.007751937984496138,0.6899063475546305,0.6607700312174818,-0.02913631633714875,0.7018348623853211,0.6752293577981652,-0.026605504587155937,0.255,0.23653395784543327,0.9608695652173913,0.9577677224736049,101,28,635,326,4,5,17,45,1.0,0.0004970915863810334,0.0007667649897412907,21,50,-29
1090,129,0.05,114,0.809341,0.450252,22,49,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7829457364341085,-0.007751937984496138,0.6899063475546305,0.6607700312174818,-0.02913631633714875,0.7018348623853211,0.6752293577981652,-0.026605504587155937,0.255,0.23653395784543327,0.9608695652173913,0.9577677224736049,101,28,635,326,4,5,17,45,1.0,0.0004970915863810334,0.0007667649897412907,21,50,-29
1090,129,0.05,114,0.809341,0.476562,22,49,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7829457364341085,-0.007751937984496138,0.6899063475546305,0.6607700312174818,-0.02913631633714875,0.7018348623853211,0.6752293577981652,-0.026605504587155937,0.255,0.23653395784543327,0.9608695652173913,0.9577677224736049,101,28,635,326,4,5,17,45,1.0,0.0004970915863810334,0.0007667649897412907,21,50,-29
1090,129,0.05,114,0.809341,0.498005,22,48,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7829457364341085,-0.007751937984496138,0.6899063475546305,0.6618106139438086,-0.02809573361082196,0.7018348623853211,0.6761467889908257,-0.025688073394495414,0.255,0.23708920187793428,0.9608695652173913,0.9578313253012049,101,28,636,325,4,5,17,44,1.0,0.0007299045109347684,0.0010932449729686132,21,49,-28
1090,129,0.05,114,0.809341,0.515342,22,47,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7829457364341085,-0.007751937984496138,0.6899063475546305,0.6628511966701353,-0.027055150884495283,0.7018348623853211,0.6770642201834862,-0.02477064220183489,0.255,0.2376470588235294,0.9608695652173913,0.9578947368421052,101,28,637,324,4,5,17,43,1.0,0.0010657657791434353,0.0015503169494868645,21,48,-27
1090,129,0.05,114,0.809341,0.539032,22,44,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7829457364341085,-0.007751937984496138,0.6899063475546305,0.6659729448491155,-0.023933402705515028,0.7018348623853211,0.6798165137614679,-0.022018348623853212,0.255,0.23933649289099526,0.9608695652173913,0.9580838323353293,101,28,640,321,4,5,17,40,1.0,0.003201543767450382,0.004272405031651673,21,45,-24
1090,129,0.05,114,0.809341,0.567937,22,41,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7751937984496124,-0.015503875968992165,0.6899063475546305,0.668054110301769,-0.02185223725286156,0.7018348623853211,0.6807339449541284,-0.02110091743119269,0.255,0.2386634844868735,0.9608695652173913,0.9567809239940388,100,29,642,319,3,5,17,38,0.7265625,0.006455803109956637,0.005152397042092063,20,43,-23
1090,129,0.05,114,0.809341,0.582893,22,36,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7674418604651163,-0.023255813953488302,0.6899063475546305,0.6722164412070759,-0.01768990634755463,0.7018348623853211,0.6834862385321101,-0.01834862385321101,0.255,0.2391304347826087,0.9608695652173913,0.9556213017751479,99,30,646,315,2,5,17,34,0.453125,0.024092907698449295,0.011928139715763175,19,39,-20
1090,129,0.05,114,0.809341,0.599338,22,28,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7674418604651163,-0.023255813953488302,0.6899063475546305,0.6805411030176899,-0.009365244536940653,0.7018348623853211,0.6908256880733945,-0.011009174311926606,0.255,0.2438423645320197,0.9608695652173913,0.956140350877193,99,30,654,307,2,5,17,26,0.453125,0.2220528201560228,0.11892045255943628,19,31,-12
1090,129,0.05,114,0.809341,0.623034,22,25,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.7674418604651163,-0.023255813953488302,0.6899063475546305,0.6836628511966701,-0.006243496357960399,0.7018348623853211,0.6935779816513762,-0.008256880733944927,0.255,0.2456575682382134,0.9608695652173913,0.9563318777292577,99,30,657,304,2,5,17,23,0.453125,0.42959050784338615,0.24296021728332562,19,28,-9
1090,129,0.05,114,0.809341,0.671738,22,18,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.751937984496124,-0.03875968992248058,0.6899063475546305,0.6888657648283039,-0.0010405827263266776,0.7018348623853211,0.6963302752293578,-0.005504587155963359,0.255,0.24494949494949494,0.9608695652173913,0.9538904899135446,97,32,662,299,0,5,17,18,0.0625,1.0,0.42959050784338615,17,23,-6
1090,129,0.05,114,0.809341,0.728019,22,14,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.751937984496124,-0.03875968992248058,0.6899063475546305,0.6930280957336108,0.003121748178980255,0.7018348623853211,0.7,-0.0018348623853211565,0.255,0.24744897959183673,0.9608695652173913,0.9541547277936963,97,32,666,295,0,5,17,14,0.0625,0.720100131817162,0.8679394004284404,17,19,-2
1090,129,0.05,114,0.809341,0.805333,22,6,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.751937984496124,-0.03875968992248058,0.6899063475546305,0.7013527575442248,0.01144640998959423,0.7018348623853211,0.7073394495412844,0.0055045871559632475,0.255,0.2526041666666667,0.9608695652173913,0.9546742209631728,97,32,674,287,0,5,17,6,0.0625,0.03468966484069824,0.34492845088243484,17,11,6
1090,129,0.05,114,0.809341,1.01,22,0,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.751937984496124,-0.03875968992248058,0.6899063475546305,0.7075962539021852,0.01768990634755463,0.7018348623853211,0.7128440366972477,0.011009174311926606,0.255,0.2566137566137566,0.9608695652173913,0.9550561797752809,97,32,680,281,0,5,17,0,0.0625,1.52587890625e-05,0.01690053939819336,17,5,12
1090,129,0.05,114,0.817656,0.065684,16,56,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.8062015503875969,0.015503875968992276,0.6899063475546305,0.6503642039542143,-0.03954214360041619,0.7018348623853211,0.6688073394495413,-0.03302752293577982,0.255,0.23636363636363636,0.9608695652173913,0.9615384615384616,104,25,625,336,5,3,13,51,0.7265625,1.8809621564294015e-06,2.568720337924735e-05,18,54,-36
1090,129,0.05,114,0.817656,0.085257,16,56,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.8062015503875969,0.015503875968992276,0.6899063475546305,0.6503642039542143,-0.03954214360041619,0.7018348623853211,0.6688073394495413,-0.03302752293577982,0.255,0.23636363636363636,0.9608695652173913,0.9615384615384616,104,25,625,336,5,3,13,51,0.7265625,1.8809621564294015e-06,2.568720337924735e-05,18,54,-36
1090,129,0.05,114,0.817656,0.110932,16,56,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.8062015503875969,0.015503875968992276,0.6899063475546305,0.6503642039542143,-0.03954214360041619,0.7018348623853211,0.6688073394495413,-0.03302752293577982,0.255,0.23636363636363636,0.9608695652173913,0.9615384615384616,104,25,625,336,5,3,13,51,0.7265625,1.8809621564294015e-06,2.568720337924735e-05,18,54,-36
1090,129,0.05,114,0.817656,0.126201,16,56,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.8062015503875969,0.015503875968992276,0.6899063475546305,0.6503642039542143,-0.03954214360041619,0.7018348623853211,0.6688073394495413,-0.03302752293577982,0.255,0.23636363636363636,0.9608695652173913,0.9615384615384616,104,25,625,336,5,3,13,51,0.7265625,1.8809621564294015e-06,2.568720337924735e-05,18,54,-36
1090,129,0.05,114,0.817656,0.144717,16,56,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.8062015503875969,0.015503875968992276,0.6899063475546305,0.6503642039542143,-0.03954214360041619,0.7018348623853211,0.6688073394495413,-0.03302752293577982,0.255,0.23636363636363636,0.9608695652173913,0.9615384615384616,104,25,625,336,5,3,13,51,0.7265625,1.8809621564294015e-06,2.568720337924735e-05,18,54,-36
1090,129,0.05,114,0.817656,0.168291,16,55,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.8062015503875969,0.015503875968992276,0.6899063475546305,0.6514047866805411,-0.0385015608740894,0.7018348623853211,0.6697247706422018,-0.032110091743119296,0.255,0.23690205011389523,0.9608695652173913,0.9615975422427036,104,25,626,335,5,3,13,50,0.7265625,3.015952084642337e-06,3.884758279363993e-05,18,53,-35
1090,129,0.05,114,0.817656,0.180536,16,55,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.8062015503875969,0.015503875968992276,0.6899063475546305,0.6514047866805411,-0.0385015608740894,0.7018348623853211,0.6697247706422018,-0.032110091743119296,0.255,0.23690205011389523,0.9608695652173913,0.9615975422427036,104,25,626,335,5,3,13,50,0.7265625,3.015952084642337e-06,3.884758279363993e-05,18,53,-35
1090,129,0.05,114,0.817656,0.194593,16,55,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.8062015503875969,0.015503875968992276,0.6899063475546305,0.6514047866805411,-0.0385015608740894,0.7018348623853211,0.6697247706422018,-0.032110091743119296,0.255,0.23690205011389523,0.9608695652173913,0.9615975422427036,104,25,626,335,5,3,13,50,0.7265625,3.015952084642337e-06,3.884758279363993e-05,18,53,-35
1090,129,0.05,114,0.817656,0.208596,16,55,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.8062015503875969,0.015503875968992276,0.6899063475546305,0.6514047866805411,-0.0385015608740894,0.7018348623853211,0.6697247706422018,-0.032110091743119296,0.255,0.23690205011389523,0.9608695652173913,0.9615975422427036,104,25,626,335,5,3,13,50,0.7265625,3.015952084642337e-06,3.884758279363993e-05,18,53,-35
1090,129,0.05,114,0.817656,0.232796,16,55,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.8062015503875969,0.015503875968992276,0.6899063475546305,0.6514047866805411,-0.0385015608740894,0.7018348623853211,0.6697247706422018,-0.032110091743119296,0.255,0.23690205011389523,0.9608695652173913,0.9615975422427036,104,25,626,335,5,3,13,50,0.7265625,3.015952084642337e-06,3.884758279363993e-05,18,53,-35
1090,129,0.05,114,0.817656,0.246705,16,55,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.8062015503875969,0.015503875968992276,0.6899063475546305,0.6514047866805411,-0.0385015608740894,0.7018348623853211,0.6697247706422018,-0.032110091743119296,0.255,0.23690205011389523,0.9608695652173913,0.9615975422427036,104,25,626,335,5,3,13,50,0.7265625,3.015952084642337e-06,3.884758279363993e-05,18,53,-35
1090,129,0.05,114,0.817656,0.260463,16,55,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.8062015503875969,0.015503875968992276,0.6899063475546305,0.6514047866805411,-0.0385015608740894,0.7018348623853211,0.6697247706422018,-0.032110091743119296,0.255,0.23690205011389523,0.9608695652173913,0.9615975422427036,104,25,626,335,5,3,13,50,0.7265625,3.015952084642337e-06,3.884758279363993e-05,18,53,-35
1090,129,0.05,114,0.817656,0.273311,16,55,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.8062015503875969,0.015503875968992276,0.6899063475546305,0.6514047866805411,-0.0385015608740894,0.7018348623853211,0.6697247706422018,-0.032110091743119296,0.255,0.23690205011389523,0.9608695652173913,0.9615975422427036,104,25,626,335,5,3,13,50,0.7265625,3.015952084642337e-06,3.884758279363993e-05,18,53,-35
1090,129,0.05,114,0.817656,0.285004,16,55,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.8062015503875969,0.015503875968992276,0.6899063475546305,0.6514047866805411,-0.0385015608740894,0.7018348623853211,0.6697247706422018,-0.032110091743119296,0.255,0.23690205011389523,0.9608695652173913,0.9615975422427036,104,25,626,335,5,3,13,50,0.7265625,3.015952084642337e-06,3.884758279363993e-05,18,53,-35
