N,Events,MarginGate,EligibleN,RuleOutThreshold,RuleInThreshold,RuleOutN,RuleInN,Clinical_AUC,RuleOut_AUC_in_clinical_positive,RuleIn_AUC_in_clinical_negative,Clinical_Sensitivity,Workflow_Sensitivity,SensitivityDiff,Clinical_Specificity,Workflow_Specificity,SpecificityDiff,Clinical_Accuracy,Workflow_Accuracy,AccuracyDiff,Clinical_PPV,Workflow_PPV,Clinical_NPV,Workflow_NPV,Workflow_TP,Workflow_FN,Workflow_TN,Workflow_FP,Rescued_FN,Lost_TP,Corrected_FP,Added_FP,Sensitivity_p,Specificity_p,Accuracy_p,Accuracy_improved,Accuracy_worsened,NetCorrected
1090,129,none,1090,0.174593,0.285004,380,410,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.2558139534883721,-0.5348837209302325,0.6899063475546305,0.586888657648283,-0.10301768990634752,0.7018348623853211,0.5477064220183486,-0.15412844036697249,0.255,0.07674418604651163,0.9608695652173913,0.8545454545454545,33,96,564,397,19,88,292,391,8.481335709263927e-12,0.00017272896190337697,2.4697114088213806e-09,311,479,-168
1090,129,none,1090,0.174593,0.292718,380,391,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.2558139534883721,-0.5348837209302325,0.6899063475546305,0.6066597294484911,-0.08324661810613943,0.7018348623853211,0.5651376146788991,-0.136697247706422,0.255,0.08029197080291971,0.9608695652173913,0.8586156111929307,33,96,583,378,19,88,292,372,8.481335709263927e-12,0.002147459658564184,8.987214402663546e-08,311,460,-149
1090,129,none,1090,0.174593,0.305544,380,372,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.2558139534883721,-0.5348837209302325,0.6899063475546305,0.6264308012486993,-0.06347554630593122,0.7018348623853211,0.5825688073394495,-0.11926605504587162,0.255,0.08418367346938775,0.9608695652173913,0.8624641833810889,33,96,602,359,19,88,292,353,8.481335709263927e-12,0.018083688726345696,2.413794898905584e-06,311,441,-130
1090,129,none,1090,0.174593,0.326313,380,354,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.2558139534883721,-0.5348837209302325,0.6899063475546305,0.6451612903225806,-0.04474505723204991,0.7018348623853211,0.5990825688073395,-0.10275229357798166,0.255,0.08823529411764706,0.9608695652173913,0.8659217877094972,33,96,620,341,19,88,292,335,8.481335709263927e-12,0.09340119485153997,4.052094439617994e-05,311,423,-112
1090,129,none,1090,0.174593,0.33507,380,335,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.2558139534883721,-0.5348837209302325,0.6899063475546305,0.6649323621227887,-0.024973985431841816,0.7018348623853211,0.6165137614678899,-0.08532110091743117,0.255,0.09295774647887324,0.9608695652173913,0.8693877551020408,33,96,639,322,19,88,292,316,8.481335709263927e-12,0.3509458222181293,0.000571108139019475,311,404,-93
1090,129,none,1090,0.174593,0.348866,380,316,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.2558139534883721,-0.5348837209302325,0.6899063475546305,0.6847034339229969,-0.00520291363163361,0.7018348623853211,0.6339449541284403,-0.0678899082568808,0.255,0.09821428571428571,0.9608695652173913,0.8726790450928382,33,96,658,303,19,88,292,297,8.481335709263927e-12,0.869105822368398,0.005618175542384369,311,385,-74
1090,129,none,1090,0.174593,0.363418,380,297,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.2558139534883721,-0.5348837209302325,0.6899063475546305,0.704474505723205,0.014568158168574485,0.7018348623853211,0.6513761467889908,-0.050458715596330306,0.255,0.10410094637223975,0.9608695652173913,0.8758085381630013,33,96,677,284,19,88,292,278,8.481335709263927e-12,0.586129182451004,0.037872215347539435,311,366,-55
1090,129,none,1090,0.174593,0.387826,380,278,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.2558139534883721,-0.5348837209302325,0.6899063475546305,0.7242455775234131,0.03433922996878258,0.7018348623853211,0.6688073394495413,-0.03302752293577982,0.255,0.11073825503355705,0.9608695652173913,0.8787878787878788,33,96,696,265,19,88,292,259,8.481335709263927e-12,0.17274936545740383,0.17238169854685165,311,347,-36
1090,129,none,1090,0.174593,0.413821,380,259,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.24031007751937986,-0.5503875968992248,0.6899063475546305,0.7419354838709677,0.05202913631633721,0.7018348623853211,0.6825688073394496,-0.019266055045871533,0.255,0.1111111111111111,0.9608695652173913,0.8791615289765722,31,98,713,248,17,88,292,242,9.952845271763166e-13,0.03387157166523314,0.42885707783506466,309,330,-21
1090,129,none,1090,0.174593,0.431631,380,240,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.24031007751937986,-0.5503875968992248,0.6899063475546305,0.7617065556711758,0.0718002081165453,0.7018348623853211,0.7,-0.0018348623853211565,0.255,0.11923076923076924,0.9608695652173913,0.8819277108433735,31,98,732,229,17,88,292,223,9.952845271763166e-13,0.002696866908235591,0.9679691032094191,309,311,-2
1090,129,none,1090,0.174593,0.450252,380,222,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.24031007751937986,-0.5503875968992248,0.6899063475546305,0.7804370447450573,0.09053069719042672,0.7018348623853211,0.7165137614678899,0.014678899082568808,0.255,0.128099173553719,0.9608695652173913,0.8844339622641509,31,98,750,211,17,88,292,205,9.952845271763166e-13,0.00011031605827927433,0.5410002259397292,309,293,16
1090,129,none,1090,0.174593,0.476562,380,203,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.23255813953488372,-0.5581395348837209,0.6899063475546305,0.7991675338189386,0.10926118626430803,0.7018348623853211,0.7321100917431193,0.03027522935779814,0.255,0.13452914798206278,0.9608695652173913,0.8858131487889274,30,99,768,193,16,88,292,187,3.1797513451124715e-13,1.8419561650584313e-06,0.18502272320416152,308,275,33
1090,129,none,1090,0.174593,0.498005,380,184,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.2248062015503876,-0.565891472868217,0.6899063475546305,0.81789802289282,0.12799167533818945,0.7018348623853211,0.7477064220183486,0.04587155963302747,0.255,0.14215686274509803,0.9608695652173913,0.8871331828442438,29,100,786,175,15,88,292,169,9.654706383228214e-14,1.0964949777069264e-08,0.03899237367043295,307,257,50
1090,129,none,1090,0.174593,0.515342,380,165,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.2248062015503876,-0.565891472868217,0.6899063475546305,0.8376690946930281,0.14776274713839754,0.7018348623853211,0.7651376146788991,0.06330275229357796,0.255,0.15675675675675677,0.9608695652173913,0.8895027624309392,29,100,805,156,15,88,292,150,9.654706383228214e-14,1.3381637873525595e-11,0.0035437800449820652,307,238,69
1090,129,none,1090,0.174593,0.539032,380,146,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.20930232558139536,-0.5813953488372092,0.6899063475546305,0.8553590010405827,0.16545265348595217,0.7018348623853211,0.7788990825688074,0.07706422018348624,0.255,0.16265060240963855,0.9608695652173913,0.8896103896103896,27,102,822,139,13,88,292,133,7.52058652903178e-15,8.796303042817548e-15,0.0002878780571561498,305,221,84
1090,129,none,1090,0.174593,0.567937,380,127,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.1937984496124031,-0.5968992248062015,0.6899063475546305,0.8730489073881373,0.1831425598335068,0.7018348623853211,0.7926605504587156,0.09082568807339453,0.255,0.17006802721088435,0.9608695652173913,0.8897136797454931,25,104,839,122,11,88,292,116,4.529579978466477e-16,1.3149779864553598e-18,1.2692218466713517e-05,303,204,99
1090,129,none,1090,0.174593,0.582893,380,109,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.18604651162790697,-0.6046511627906976,0.6899063475546305,0.890738813735692,0.20083246618106143,0.7018348623853211,0.8073394495412844,0.10550458715596334,0.255,0.18604651162790697,0.9608695652173913,0.890738813735692,24,105,856,105,10,88,292,99,9.940659465123946e-17,3.337412483441267e-23,2.2405859493603434e-07,302,187,115
1090,129,none,1090,0.174593,0.599338,380,90,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.17829457364341086,-0.6124031007751938,0.6899063475546305,0.9094693028095734,0.21956295525494285,0.7018348623853211,0.8229357798165138,0.12110091743119267,0.255,0.20909090909090908,0.9608695652173913,0.8918367346938776,23,106,874,87,9,88,292,81,2.0037912301249855e-17,4.2079360777041004e-29,1.1888668351318314e-09,301,169,132
1090,129,none,1090,0.174593,0.623034,380,71,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.17054263565891473,-0.6201550387596899,0.6899063475546305,0.9281997918834547,0.23829344432882416,0.7018348623853211,0.8385321100917431,0.136697247706422,0.255,0.24175824175824176,0.9608695652173913,0.8928928928928929,22,107,892,69,8,88,292,63,3.673235528056122e-18,2.3109414599214634e-36,2.024023131087893e-12,300,151,149
1090,129,none,1090,0.174593,0.671738,380,52,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.15503875968992248,-0.6356589147286822,0.6899063475546305,0.9458896982310093,0.2559833506763788,0.7018348623853211,0.8522935779816514,0.15045871559633028,0.255,0.2777777777777778,0.9608695652173913,0.8929273084479371,20,109,909,52,6,88,292,46,8.807936656038951e-20,6.643172535691476e-45,2.0392164594031465e-15,298,134,164
1090,129,none,1090,0.174593,0.728019,380,33,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.13953488372093023,-0.6511627906976744,0.6899063475546305,0.963579604578564,0.2736732570239334,0.7018348623853211,0.8660550458715597,0.16422018348623857,0.255,0.33962264150943394,0.9608695652173913,0.892960462873674,18,111,926,35,4,88,292,29,1.1809998494304827e-21,7.785078882836197e-56,5.458770996777271e-19,296,117,179
1090,129,none,1090,0.174593,0.805333,380,14,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.13178294573643412,-0.6589147286821705,0.6899063475546305,0.9823100936524454,0.29240374609781483,0.7018348623853211,0.881651376146789,0.1798165137614679,0.255,0.5,0.9608695652173913,0.8939393939393939,17,112,944,17,3,88,292,11,1.0151703314527744e-22,5.253544014388843e-72,9.914368802948225e-24,295,99,196
1090,129,none,1090,0.174593,1.01,380,0,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.10852713178294573,-0.6821705426356589,0.6899063475546305,0.9937565036420395,0.30385015608740895,0.7018348623853211,0.8889908256880734,0.1871559633027523,0.255,0.7,0.9608695652173913,0.8925233644859814,14,115,955,6,0,88,292,0,6.462348535570529e-27,2.513455854232436e-88,1.1495298442903566e-26,292,88,204
1090,129,none,1090,0.198443,0.065684,370,655,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.32558139534883723,-0.4651162790697674,0.6899063475546305,0.3309053069719043,-0.35900104058272625,0.7018348623853211,0.3302752293577982,-0.37155963302752293,0.255,0.061313868613138686,0.9608695652173913,0.7851851851851852,42,87,318,643,25,85,285,630,7.832215781945598e-09,1.1413528590615275e-30,1.840110333146757e-37,310,715,-405
1090,129,none,1090,0.198443,0.085257,370,636,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.32558139534883723,-0.4651162790697674,0.6899063475546305,0.3506763787721124,-0.33922996878251815,0.7018348623853211,0.3477064220183486,-0.3541284403669725,0.255,0.06306306306306306,0.9608695652173913,0.7948113207547169,42,87,337,624,25,85,285,611,7.832215781945598e-09,4.690143620937385e-28,9.763476887955608e-35,310,696,-386
1090,129,none,1090,0.198443,0.110932,370,617,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.31007751937984496,-0.48062015503875966,0.6899063475546305,0.368366285119667,-0.3215400624349635,0.7018348623853211,0.3614678899082569,-0.3403669724770642,0.255,0.061823802163833076,0.9608695652173913,0.7990970654627539,40,89,354,607,23,85,285,594,1.5197882162299861e-09,8.743598341236952e-26,9.132070326543877e-33,308,679,-371
1090,129,none,1090,0.198443,0.126201,370,599,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.31007751937984496,-0.48062015503875966,0.6899063475546305,0.3870967741935484,-0.30280957336108216,0.7018348623853211,0.3779816513761468,-0.3238532110091743,0.255,0.06359300476947535,0.9608695652173913,0.806941431670282,40,89,372,589,23,85,285,576,1.5197882162299861e-09,1.8710854996865876e-23,2.7152056761676068e-30,308,661,-353
1090,129,none,1090,0.198443,0.144717,370,580,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.31007751937984496,-0.48062015503875966,0.6899063475546305,0.4068678459937565,-0.283038501560874,0.7018348623853211,0.39541284403669724,-0.30642201834862387,0.255,0.06557377049180328,0.9608695652173913,0.8145833333333333,40,89,391,570,23,85,285,557,1.5197882162299861e-09,4.421091099608742e-21,9.37317240197077e-28,308,642,-334
1090,129,none,1090,0.198443,0.168291,370,561,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.3023255813953488,-0.4883720930232558,0.6899063475546305,0.4255983350676379,-0.26430801248699265,0.7018348623853211,0.41100917431192663,-0.2908256880733945,0.255,0.06598984771573604,0.9608695652173913,0.8196392785571143,39,90,409,552,22,85,285,539,6.375481651166931e-10,6.4232350163162515e-19,1.3280450788303678e-25,307,624,-317
1090,129,none,1090,0.198443,0.180536,370,542,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.3023255813953488,-0.4883720930232558,0.6899063475546305,0.445369406867846,-0.24453694068678455,0.7018348623853211,0.42844036697247706,-0.27339449541284405,0.255,0.06818181818181818,0.9608695652173913,0.8262548262548263,39,90,428,533,22,85,285,520,6.375481651166931e-10,9.860305107214236e-17,3.26904440431962e-23,307,605,-298
1090,129,none,1090,0.198443,0.194593,370,523,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.3023255813953488,-0.4883720930232558,0.6899063475546305,0.46514047866805414,-0.2247658688865764,0.7018348623853211,0.44587155963302755,-0.25596330275229356,0.255,0.0705244122965642,0.9608695652173913,0.8324022346368715,39,90,447,514,22,85,285,501,6.375481651166931e-10,1.1899048900834942e-14,6.603251306522604e-21,307,586,-279
1090,129,none,1090,0.198443,0.208596,370,504,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.29457364341085274,-0.4961240310077519,0.6899063475546305,0.4838709677419355,-0.20603537981269504,0.7018348623853211,0.4614678899082569,-0.24036697247706423,0.255,0.07116104868913857,0.9608695652173913,0.8363309352517986,38,91,465,496,21,85,285,483,2.582673954792027e-10,8.819953488163429e-13,5.820808403836589e-19,306,568,-262
1090,129,none,1090,0.198443,0.232796,370,485,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.29457364341085274,-0.4961240310077519,0.6899063475546305,0.5036420395421436,-0.18626430801248695,0.7018348623853211,0.47889908256880737,-0.22293577981651375,0.255,0.07378640776699029,0.9608695652173913,0.8417391304347827,38,91,484,477,21,85,285,464,2.582673954792027e-10,6.38256051550599e-11,7.928091212146048e-17,306,549,-243
1090,129,none,1090,0.198443,0.246705,370,467,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.29457364341085274,-0.4961240310077519,0.6899063475546305,0.522372528616025,-0.16753381893860553,0.7018348623853211,0.4954128440366973,-0.20642201834862384,0.255,0.07645875251509054,0.9608695652173913,0.8465430016863407,38,91,502,459,21,85,285,446,2.582673954792027e-10,2.829920839794735e-09,6.74187005097434e-15,306,531,-225
1090,129,none,1090,0.198443,0.260463,370,448,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.29457364341085274,-0.4961240310077519,0.6899063475546305,0.5421436004162331,-0.14776274713839743,0.7018348623853211,0.5128440366972477,-0.18899082568807346,0.255,0.0794979079497908,0.9608695652173913,0.8513071895424836,38,91,521,440,21,85,285,427,2.582673954792027e-10,1.1511335922716934e-07,5.791564071374778e-13,306,512,-206
1090,129,none,1090,0.198443,0.273311,370,429,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.2868217054263566,-0.5038759689922481,0.6899063475546305,0.5608740894901144,-0.12903225806451613,0.7018348623853211,0.5284403669724771,-0.17339449541284402,0.255,0.08061002178649238,0.9608695652173913,0.8541996830427893,37,92,539,422,20,85,285,409,1.0083009487496136e-10,2.857411793281119e-06,2.363968661735056e-11,305,494,-189
1090,129,none,1090,0.198443,0.285004,370,410,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.27906976744186046,-0.5116279069767442,0.6899063475546305,0.5796045785639958,-0.11030176899063471,0.7018348623853211,0.5440366972477064,-0.1577981651376147,0.255,0.08181818181818182,0.9608695652173913,0.8569230769230769,36,93,557,404,19,85,285,391,3.7855174633264834e-11,5.2066834388571574e-05,7.89247187478934e-10,304,476,-172
1090,129,none,1090,0.198443,0.292718,370,391,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.27906976744186046,-0.5116279069767442,0.6899063475546305,0.5993756503642039,-0.09053069719042661,0.7018348623853211,0.5614678899082569,-0.1403669724770642,0.255,0.0855106888361045,0.9608695652173913,0.8609865470852018,36,93,576,385,19,85,285,372,3.7855174633264834e-11,0.0007806338486972569,3.2395518071054497e-08,304,457,-153
1090,129,none,1090,0.198443,0.305544,370,372,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.27906976744186046,-0.5116279069767442,0.6899063475546305,0.619146722164412,-0.07075962539021852,0.7018348623853211,0.5788990825688073,-0.12293577981651382,0.255,0.08955223880597014,0.9608695652173913,0.8648255813953488,36,93,595,366,19,85,285,353,3.7855174633264834e-11,0.007938962642560285,9.817799791969817e-07,304,438,-134
1090,129,none,1090,0.198443,0.326313,370,354,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.27906976744186046,-0.5116279069767442,0.6899063475546305,0.6378772112382934,-0.0520291363163371,0.7018348623853211,0.5954128440366973,-0.10642201834862386,0.255,0.09375,0.9608695652173913,0.8682719546742209,36,93,613,348,19,85,285,335,3.7855174633264834e-11,0.048993473881637085,1.8479368491624184e-05,304,420,-116
1090,129,none,1090,0.198443,0.33507,370,335,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.27906976744186046,-0.5116279069767442,0.6899063475546305,0.6576482830385015,-0.032258064516129004,0.7018348623853211,0.6128440366972477,-0.08899082568807337,0.255,0.09863013698630137,0.9608695652173913,0.8717241379310345,36,93,632,329,19,85,285,316,3.7855174633264834e-11,0.22102403709163937,0.0002937351696110011,304,401,-97
1090,129,none,1090,0.198443,0.348866,370,316,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.27906976744186046,-0.5116279069767442,0.6899063475546305,0.6774193548387096,-0.012486992715920908,0.7018348623853211,0.6302752293577981,-0.071559633027523,0.255,0.10404624277456648,0.9608695652173913,0.875,36,93,651,310,19,85,285,297,3.7855174633264834e-11,0.6484526899812291,0.003254525114151867,304,382,-78
1090,129,none,1090,0.198443,0.363418,370,297,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.27906976744186046,-0.5116279069767442,0.6899063475546305,0.6971904266389178,0.007284079084287298,0.7018348623853211,0.6477064220183486,-0.05412844036697251,0.255,0.11009174311926606,0.9608695652173913,0.8781127129750983,36,93,670,291,19,85,285,278,3.7855174633264834e-11,0.8003959364702112,0.024646019877884725,304,363,-59
1090,129,none,1090,0.198443,0.387826,370,278,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.27906976744186046,-0.5116279069767442,0.6899063475546305,0.7169614984391259,0.027055150884495394,0.7018348623853211,0.6651376146788991,-0.03669724770642202,0.255,0.11688311688311688,0.9608695652173913,0.881074168797954,36,93,689,272,19,85,285,259,3.7855174633264834e-11,0.28376933606067667,0.12544098991547029,304,344,-40
1090,129,none,1090,0.198443,0.413821,370,259,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.26356589147286824,-0.5271317829457364,0.6899063475546305,0.7346514047866806,0.04474505723205002,0.7018348623853211,0.6788990825688074,-0.022935779816513735,0.255,0.11764705882352941,0.9608695652173913,0.8813982521847691,34,95,706,255,17,85,285,242,4.698103109444035e-12,0.06721573376718781,0.33860172227652363,302,327,-25
1090,129,none,1090,0.198443,0.431631,370,240,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.26356589147286824,-0.5271317829457364,0.6899063475546305,0.7544224765868887,0.06451612903225812,0.7018348623853211,0.6963302752293578,-0.005504587155963359,0.255,0.1259259259259259,0.9608695652173913,0.8841463414634146,34,95,725,236,17,85,285,223,4.698103109444035e-12,0.006743356766893543,0.8395903526521012,302,308,-6
1090,129,none,1090,0.198443,0.450252,370,222,0.8286668441303875,0.6821292275299382,0.6499636891793755,0.7906976744186046,0.26356589147286824,-0.5271317829457364,0.6899063475546305,0.7731529656607701,0.08324661810613954,0.7018348623853211,0.7128440366972477,0.011009174311926606,0.255,0.1349206349206349,0.9608695652173913,0.8866348448687351,34,95,743,218,17,85,285,205,4.698103109444035e-12,0.00034882863250187875,0.6512355372505173,302,290,12
